ensembl_gene_id,ensembl_transcript_id,rgd_symbol,entrezgene_id,chr_name,gene_start,gene_end,strand
ENSRNOG00000054022,ENSRNOT00000078966,,103693384,KL568405.1,80361,80792,-1
ENSRNOG00000054022,ENSRNOT00000078966,,103693823,KL568405.1,80361,80792,-1
ENSRNOG00000008939,ENSRNOT00000011833,Nxph1,25501,4,35279063,35281013,1
ENSRNOG00000059027,ENSRNOT00000082961,,,1,167672812,167673926,1
ENSRNOG00000042720,ENSRNOT00000027662,Mrpl28,497876,10,15495684,15498295,1
ENSRNOG00000025040,ENSRNOT00000020707,Gng10,114119,5,76182121,76189013,1
ENSRNOG00000004091,ENSRNOT00000005426,Cwc25,360613,10,85684898,85709568,-1
ENSRNOG00000060079,ENSRNOT00000091683,,,1,224921916,224921990,1
ENSRNOG00000028997,ENSRNOT00000046385,RGD1561671,361214,17,11915413,11916026,-1
ENSRNOG00000009787,ENSRNOT00000013274,Efcc1,685202,4,119633755,119661004,1
ENSRNOG00000013280,ENSRNOT00000047572,Olfm4,290409,15,62406873,62429449,1
ENSRNOG00000018083,ENSRNOT00000024338,,,1,164807422,164807805,1
ENSRNOG00000037798,ENSRNOT00000031326,Erich4,685046,1,82407899,82409639,-1
ENSRNOG00000003194,ENSRNOT00000004262,,,X,106518323,106519205,1
ENSRNOG00000008323,ENSRNOT00000071764,Pitpnm3,287467,10,58618645,58693754,-1
ENSRNOG00000054102,ENSRNOT00000082229,,,1,143375283,143375426,1
ENSRNOG00000001379,ENSRNOT00000087229,Cyp3a9,,12,18678594,18709397,1
ENSRNOG00000001379,ENSRNOT00000001863,Cyp3a9,,12,18678594,18709397,1
ENSRNOG00000001379,ENSRNOT00000087229,Cyp3a62,,12,18678594,18709397,1
ENSRNOG00000001379,ENSRNOT00000001863,Cyp3a62,,12,18678594,18709397,1
ENSRNOG00000005957,ENSRNOT00000068171,Slc4a7,117955,15,11836286,11912916,-1
ENSRNOG00000005957,ENSRNOT00000008759,Slc4a7,117955,15,11836286,11912916,-1
ENSRNOG00000005957,ENSRNOT00000049771,Slc4a7,117955,15,11836286,11912916,-1
ENSRNOG00000001711,ENSRNOT00000002329,Hrasls,288025,11,75125952,75144903,-1
ENSRNOG00000047591,ENSRNOT00000075356,Vom1r70,494239,1,103064285,103065184,1
ENSRNOG00000045172,ENSRNOT00000070439,,,3,137613125,137613245,1
ENSRNOG00000042419,ENSRNOT00000067998,Acyp2,364224,14,114891246,115052450,-1
ENSRNOG00000053135,ENSRNOT00000087574,,,1,98757118,98757242,1
ENSRNOG00000004628,ENSRNOT00000006239,Dazap2,300235,7,142239035,142243241,1
ENSRNOG00000054999,ENSRNOT00000084597,,,4,56549739,56549993,1
ENSRNOG00000007710,ENSRNOT00000010786,Usp20,311856,3,9822586,9856057,1
ENSRNOG00000017610,ENSRNOT00000023890,Nedd4l,,18,60392376,60719720,1
ENSRNOG00000017610,ENSRNOT00000088624,Nedd4l,,18,60392376,60719720,1
ENSRNOG00000017610,ENSRNOT00000083363,Nedd4l,,18,60392376,60719720,1
ENSRNOG00000011164,ENSRNOT00000014913,Coq6,299195,6,108076306,108087696,1
ENSRNOG00000021872,ENSRNOT00000030704,Zfp213,287094,10,12885533,12892446,-1
ENSRNOG00000018129,ENSRNOT00000024471,LOC683884,293453,1,192044216,192057612,-1
ENSRNOG00000018129,ENSRNOT00000024471,Ndufab1,293453,1,192044216,192057612,-1
ENSRNOG00000059362,ENSRNOT00000081116,,266805,19,39063998,39077722,1
ENSRNOG00000059362,ENSRNOT00000083515,,266805,19,39063998,39077722,1
ENSRNOG00000051994,ENSRNOT00000089864,,,1,228262081,228262218,1
ENSRNOG00000053232,ENSRNOT00000090782,Ror2,306782,17,11953552,12134386,1
ENSRNOG00000016584,ENSRNOT00000022390,Mamdc4,252882,3,2786523,2795109,-1
ENSRNOG00000050604,ENSRNOT00000044870,Olr827,405212,4,148589144,148590127,1
ENSRNOG00000059245,ENSRNOT00000087132,,500679,6,102477036,102512505,1
ENSRNOG00000014712,ENSRNOT00000019991,Zfp39,303173,10,45220282,45243672,-1
ENSRNOG00000054636,ENSRNOT00000084592,,,14,65281301,65281556,1
ENSRNOG00000059733,ENSRNOT00000090998,,691086,KL568468.1,26893,40063,1
ENSRNOG00000007668,ENSRNOT00000010084,Mafa,366949,7,116780681,116781766,-1
ENSRNOG00000031100,ENSRNOT00000063800,Klhl1,290426,15,80271731,80713153,-1
ENSRNOG00000051596,ENSRNOT00000088383,,,7,20462081,20467439,1
ENSRNOG00000015145,ENSRNOT00000021176,Ppp6c,171121,3,23480266,23510959,-1
ENSRNOG00000054914,ENSRNOT00000078844,,,1,177529377,177529505,1
ENSRNOG00000057905,ENSRNOT00000080140,,,10,13893646,13893728,1
ENSRNOG00000059568,ENSRNOT00000081192,,294793,2,58668157,58681747,1
ENSRNOG00000006050,ENSRNOT00000008911,Med19,311165,3,72080630,72091150,1
ENSRNOG00000047026,ENSRNOT00000073470,Enpp7,303729,10,108095131,108099483,1
ENSRNOG00000006996,ENSRNOT00000009545,Mms22l,313108,5,38844488,38961035,1
ENSRNOG00000022421,ENSRNOT00000038057,Crtc1,684527,16,20740826,20794039,1
ENSRNOG00000059788,ENSRNOT00000089413,,,1,116746358,116746435,-1
ENSRNOG00000024685,ENSRNOT00000028952,Tas2r7l,500033,4,39747447,39748358,1
ENSRNOG00000000498,ENSRNOT00000044395,Anks1a,309639,20,7484550,7636497,1
ENSRNOG00000000498,ENSRNOT00000081604,Anks1a,309639,20,7484550,7636497,1
ENSRNOG00000021101,ENSRNOT00000050914,Sema6c,29744,2,196334626,196344008,1
ENSRNOG00000021101,ENSRNOT00000028645,Sema6c,29744,2,196334626,196344008,1
ENSRNOG00000021101,ENSRNOT00000090729,Sema6c,29744,2,196334626,196344008,1
ENSRNOG00000039581,ENSRNOT00000060670,,,17,14469488,14475012,1
ENSRNOG00000049716,ENSRNOT00000071686,Olr1358,287000,10,12332142,12333083,1
ENSRNOG00000049716,ENSRNOT00000071686,Olr1361,287000,10,12332142,12333083,1
ENSRNOG00000052568,ENSRNOT00000087299,,,1,251102083,251102273,1
ENSRNOG00000059528,ENSRNOT00000078613,,,3,165570720,165570824,-1
ENSRNOG00000014508,ENSRNOT00000029125,Mgll,29254,4,120671489,120771088,1
ENSRNOG00000014508,ENSRNOT00000077231,Mgll,29254,4,120671489,120771088,1
ENSRNOG00000009735,ENSRNOT00000012927,Fibcd1,103690010,3,9998495,10032205,1
ENSRNOG00000009735,ENSRNOT00000012927,LOC100909722,103690010,3,9998495,10032205,1
ENSRNOG00000031669,ENSRNOT00000044279,Lpp,288010,11,79205730,79703736,-1
ENSRNOG00000014358,ENSRNOT00000067577,Zic5,361095,15,108891992,108898703,-1
ENSRNOG00000058646,ENSRNOT00000083677,,29344,6,103308045,103313074,-1
ENSRNOG00000053938,ENSRNOT00000091915,,,1,56864797,56864874,-1
ENSRNOG00000019423,ENSRNOT00000026439,Dvl1,83721,5,173296270,173307945,1
ENSRNOG00000008372,ENSRNOT00000011065,Vamp7,85491,12,18996591,19030381,1
ENSRNOG00000056446,ENSRNOT00000086559,Endou,680317,7,139201054,139223116,-1
ENSRNOG00000060648,ENSRNOT00000090126,Olr329,293773,KL568468.1,108693,109634,1
ENSRNOG00000049132,ENSRNOT00000073792,,,10,45089464,45110787,1
ENSRNOG00000022745,ENSRNOT00000039234,RGD1306502,310158,2,62870871,62887048,-1
ENSRNOG00000018945,ENSRNOT00000025608,Nutf2,291981,19,37830917,37852189,1
ENSRNOG00000053039,ENSRNOT00000091498,,,1,116707301,116707378,-1
ENSRNOG00000009719,ENSRNOT00000030745,C2cd2l,300666,8,48641801,48652071,-1
ENSRNOG00000009719,ENSRNOT00000083490,C2cd2l,300666,8,48641801,48652071,-1
ENSRNOG00000009069,ENSRNOT00000012245,Tnfaip1,287543,10,65791003,65805693,-1
ENSRNOG00000031927,ENSRNOT00000065876,Klk6,29245,1,99762253,99769488,1
ENSRNOG00000043032,ENSRNOT00000064029,Ang,,KL568405.1,92228,92731,-1
ENSRNOG00000043032,ENSRNOT00000064029,Ang2,,KL568405.1,92228,92731,-1
ENSRNOG00000001808,ENSRNOT00000065730,Asun,690728,4,180855800,180887050,-1
ENSRNOG00000016886,ENSRNOT00000085140,Rnf25,301515,9,81873171,81880105,-1
ENSRNOG00000016886,ENSRNOT00000022677,Rnf25,301515,9,81873171,81880105,-1
ENSRNOG00000006705,ENSRNOT00000009540,Mkks,311456,3,129866545,129884810,-1
ENSRNOG00000045854,ENSRNOT00000072872,Zfp277,298977,6,60246214,60374389,-1
ENSRNOG00000054445,ENSRNOT00000082413,,,12,29367093,29367200,-1
ENSRNOG00000009805,ENSRNOT00000077807,,313024,5,151343493,151381238,1
ENSRNOG00000009805,ENSRNOT00000077083,,313024,5,151343493,151381238,1
ENSRNOG00000009805,ENSRNOT00000067801,,313024,5,151343493,151381238,1
ENSRNOG00000015410,ENSRNOT00000020704,Aspn,306805,17,14656009,14679409,-1
ENSRNOG00000015410,ENSRNOT00000020704,Aspn,103690027,17,14656009,14679409,-1
ENSRNOG00000012798,ENSRNOT00000018460,Tubgcp4,362203,3,113131327,113158720,1
ENSRNOG00000048025,ENSRNOT00000079572,Cstf2,683927,X,104882704,104909739,1
ENSRNOG00000048025,ENSRNOT00000074330,Cstf2,683927,X,104882704,104909739,1
ENSRNOG00000048025,ENSRNOT00000082983,Cstf2,683927,X,104882704,104909739,1
ENSRNOG00000005190,ENSRNOT00000006943,Nipal2,362899,7,73339706,73450262,-1
ENSRNOG00000054620,ENSRNOT00000083884,,,1,48880111,48891130,-1
ENSRNOG00000056307,ENSRNOT00000081069,,,12,28114639,28114714,-1
ENSRNOG00000010085,ENSRNOT00000013520,Cldn10,290485,15,104026601,104115748,1
ENSRNOG00000010085,ENSRNOT00000083269,Cldn10,290485,15,104026601,104115748,1
ENSRNOG00000054433,ENSRNOT00000085468,,305844,KL568405.1,118027,118485,1
ENSRNOG00000054433,ENSRNOT00000085468,,103694853,KL568405.1,118027,118485,1
ENSRNOG00000055439,ENSRNOT00000077597,,306128,2,66600151,66608324,-1
ENSRNOG00000049365,ENSRNOT00000074443,Olr646,404835,3,77018186,77019106,1
ENSRNOG00000005616,ENSRNOT00000007768,Ncoa3,,3,162692185,162787548,1
ENSRNOG00000046076,ENSRNOT00000071432,Tspan10,688308,10,109614965,109618807,1
ENSRNOG00000046076,ENSRNOT00000070975,Tspan10,688308,10,109614965,109618807,1
ENSRNOG00000054297,ENSRNOT00000089425,,,7,139523690,139542461,-1
ENSRNOG00000021748,ENSRNOT00000077045,Las1l,296865,X,65081591,65102380,-1
ENSRNOG00000021748,ENSRNOT00000076543,Las1l,296865,X,65081591,65102380,-1
ENSRNOG00000021748,ENSRNOT00000076732,Las1l,296865,X,65081591,65102380,-1
ENSRNOG00000021748,ENSRNOT00000075875,Las1l,296865,X,65081591,65102380,-1
ENSRNOG00000021748,ENSRNOT00000016042,Las1l,296865,X,65081591,65102380,-1
ENSRNOG00000023400,ENSRNOT00000039215,Dtx3l,498089,11,67757928,67767622,1
ENSRNOG00000016448,ENSRNOT00000022726,Eef2k,25435,1,190780236,190842324,1
ENSRNOG00000014610,ENSRNOT00000092125,Anpep,81641,1,141561334,141604273,-1
ENSRNOG00000014610,ENSRNOT00000020002,Anpep,81641,1,141561334,141604273,-1
ENSRNOG00000054447,ENSRNOT00000084930,,,1,76281359,76281465,1
ENSRNOG00000054608,ENSRNOT00000080085,,,12,51984605,51984698,1
ENSRNOG00000051592,ENSRNOT00000078739,,,20,26833357,26852199,-1
ENSRNOG00000008891,ENSRNOT00000011795,Ift20,287541,10,65805860,65811351,1
ENSRNOG00000022155,ENSRNOT00000029055,RGD1560289,500258,4,123801174,123837662,1
ENSRNOG00000031785,ENSRNOT00000048613,Krt76,407757,7,143488684,143497108,-1
ENSRNOG00000031785,ENSRNOT00000080260,Krt76,407757,7,143488684,143497108,-1
ENSRNOG00000031785,ENSRNOT00000091817,Krt76,407757,7,143488684,143497108,-1
ENSRNOG00000051166,ENSRNOT00000076586,,,13,75158130,75172023,1
ENSRNOG00000051166,ENSRNOT00000076067,,,13,75158130,75172023,1
ENSRNOG00000051166,ENSRNOT00000076847,,,13,75158130,75172023,1
ENSRNOG00000047555,ENSRNOT00000071021,Olr623,404848,3,76517765,76518601,-1
ENSRNOG00000049955,ENSRNOT00000075827,Npc1l1,432367,14,86345953,86560694,-1
ENSRNOG00000052521,ENSRNOT00000086149,,,1,53236650,53236764,-1
ENSRNOG00000058033,ENSRNOT00000081251,,,12,9997613,9997741,-1
ENSRNOG00000055498,ENSRNOT00000086463,,690315,AABR07024104.1,57351,59242,-1
ENSRNOG00000055498,ENSRNOT00000086463,,103694875,AABR07024104.1,57351,59242,-1
ENSRNOG00000010528,ENSRNOT00000014129,LOC100911166,100911166,3,112519808,112525575,1
ENSRNOG00000010528,ENSRNOT00000014129,Rpusd2,100911166,3,112519808,112525575,1
ENSRNOG00000018827,ENSRNOT00000025450,Htr7,65032,1,254549214,254671610,-1
ENSRNOG00000018827,ENSRNOT00000078150,Htr7,65032,1,254549214,254671610,-1
ENSRNOG00000018827,ENSRNOT00000025493,Htr7,65032,1,254549214,254671610,-1
ENSRNOG00000018827,ENSRNOT00000025450,Htr7,103694905,1,254549214,254671610,-1
ENSRNOG00000018827,ENSRNOT00000078150,Htr7,103694905,1,254549214,254671610,-1
ENSRNOG00000018827,ENSRNOT00000025493,Htr7,103694905,1,254549214,254671610,-1
ENSRNOG00000061050,ENSRNOT00000082657,,313997,6,44009872,44131387,1
ENSRNOG00000053505,ENSRNOT00000079244,,,1,15778173,15778279,1
ENSRNOG00000011260,ENSRNOT00000015448,Cmbl,310201,2,84645084,84666835,1
ENSRNOG00000019440,ENSRNOT00000026489,Kcnn4,65206,1,81230612,81245996,1
ENSRNOG00000019440,ENSRNOT00000077952,Kcnn4,65206,1,81230612,81245996,1
ENSRNOG00000036917,ENSRNOT00000055441,Amn1,302032,4,183670596,183697531,-1
ENSRNOG00000019573,ENSRNOT00000026585,Lcat,24530,19,37913336,37916813,-1
ENSRNOG00000045997,ENSRNOT00000073587,Chst14,691394,3,110734105,110736162,1
ENSRNOG00000013756,ENSRNOT00000018508,Snrnp48,291060,17,27243781,27279260,-1
ENSRNOG00000053051,ENSRNOT00000085351,,,10,7339227,7339291,-1
ENSRNOG00000003590,ENSRNOT00000083093,Tom1l2,360537,10,46602231,46720910,-1
ENSRNOG00000003590,ENSRNOT00000067866,Tom1l2,360537,10,46602231,46720910,-1
ENSRNOG00000014107,ENSRNOT00000018891,Omg,450224,10,66845654,66848388,-1
ENSRNOG00000022160,ENSRNOT00000036777,Rtp2,303835,11,80319177,80331599,1
ENSRNOG00000022173,ENSRNOT00000027943,Gatad2a,290669,16,21178138,21268504,1
ENSRNOG00000002840,ENSRNOT00000003965,Atp5b,171374,7,2504695,2511749,1
ENSRNOG00000018468,ENSRNOT00000040904,Ldb1,309447,1,265785409,265798167,-1
ENSRNOG00000018468,ENSRNOT00000079483,Ldb1,309447,1,265785409,265798167,-1
ENSRNOG00000008277,ENSRNOT00000011455,Bag1,297994,5,57254421,57267002,-1
ENSRNOG00000017631,ENSRNOT00000023796,Cyp20a1,316435,9,67130259,67179692,1
ENSRNOG00000051352,ENSRNOT00000076569,,,13,75165322,75165740,-1
ENSRNOG00000056670,ENSRNOT00000087830,,,1,27924825,27927782,1
ENSRNOG00000000386,ENSRNOT00000000434,Pbld1,171564,20,27103317,27117663,-1
ENSRNOG00000017373,ENSRNOT00000023876,Rhobtb2,306004,15,51464832,51485485,-1
ENSRNOG00000047116,ENSRNOT00000073004,,502660,3,103597194,103598156,1
ENSRNOG00000047116,ENSRNOT00000073004,,502660,3,103597194,103598156,1
ENSRNOG00000053620,ENSRNOT00000082776,,100909521,KL568037.1,4425,6092,1
ENSRNOG00000016781,ENSRNOT00000022828,Ppib,64367,8,71719563,71725562,1
ENSRNOG00000052880,ENSRNOT00000089211,,24688,7,140742418,140746197,1
ENSRNOG00000049780,ENSRNOT00000073790,Sri,683667,4,23006243,23018983,-1
ENSRNOG00000056826,ENSRNOT00000031638,,305367,14,48726045,48922983,1
ENSRNOG00000056826,ENSRNOT00000090271,,305367,14,48726045,48922983,1
ENSRNOG00000056826,ENSRNOT00000082599,,305367,14,48726045,48922983,1
ENSRNOG00000056826,ENSRNOT00000086646,,305367,14,48726045,48922983,1
ENSRNOG00000033522,ENSRNOT00000041175,Prdm2,313678,5,161770653,161879133,-1
ENSRNOG00000033522,ENSRNOT00000078237,Prdm2,313678,5,161770653,161879133,-1
ENSRNOG00000053642,ENSRNOT00000078687,,,1,202348499,202348583,1
ENSRNOG00000011497,ENSRNOT00000015281,Aldh1b1,298079,5,61382351,61387358,1
ENSRNOG00000025185,ENSRNOT00000030996,LOC100911302,,3,8873933,8908438,1
ENSRNOG00000025185,ENSRNOT00000030996,Nup188,,3,8873933,8908438,1
ENSRNOG00000037430,ENSRNOT00000056639,Chfr,288734,12,52562597,52596076,-1
ENSRNOG00000059537,ENSRNOT00000078018,,,1,105178672,105178788,1
ENSRNOG00000046632,ENSRNOT00000049950,Olr581,404863,3,75809445,75810383,1
ENSRNOG00000049240,ENSRNOT00000071809,,,1,219264400,219264477,1
ENSRNOG00000045578,ENSRNOT00000074537,,,17,29862563,29868064,-1
ENSRNOG00000040076,ENSRNOT00000061631,,,6,14350017,14350621,1
ENSRNOG00000003537,ENSRNOT00000066509,Spta1,289257,13,92264231,92340083,1
ENSRNOG00000003537,ENSRNOT00000004716,Spta1,289257,13,92264231,92340083,1
ENSRNOG00000014135,ENSRNOT00000018986,Rab11fip4,303337,10,66942398,67048308,1
ENSRNOG00000017405,ENSRNOT00000023429,Raly,296301,3,150323116,150387332,1
ENSRNOG00000017405,ENSRNOT00000080485,Raly,296301,3,150323116,150387332,1
ENSRNOG00000023965,ENSRNOT00000041583,,,2,238276045,238369692,-1
ENSRNOG00000051980,ENSRNOT00000078152,,499421,AABR07024104.1,15904,17128,1
ENSRNOG00000051980,ENSRNOT00000078152,,103694873,AABR07024104.1,15904,17128,1
ENSRNOG00000001931,ENSRNOT00000002650,Fgf12,170630,11,75905443,76168989,1
ENSRNOG00000001931,ENSRNOT00000071586,Fgf12,170630,11,75905443,76168989,1
ENSRNOG00000033527,ENSRNOT00000076467,Pappa,313262,5,80920568,81150940,1
ENSRNOG00000033527,ENSRNOT00000076111,Pappa,313262,5,80920568,81150940,1
ENSRNOG00000033527,ENSRNOT00000040898,Pappa,313262,5,80920568,81150940,1
ENSRNOG00000011202,ENSRNOT00000084339,Chrna4,25590,3,176530560,176548064,-1
ENSRNOG00000011202,ENSRNOT00000009041,Chrna4,25590,3,176530560,176548064,-1
ENSRNOG00000004059,ENSRNOT00000005402,Ptrhd1,298861,6,28663602,28666987,1
ENSRNOG00000002365,ENSRNOT00000003265,Itm2a,317218,X,78490866,78496847,-1
ENSRNOG00000015403,ENSRNOT00000020688,Cd52,117054,5,152322916,152324469,-1
ENSRNOG00000017161,ENSRNOT00000023062,Lcn8,366008,3,2872031,2875015,1
ENSRNOG00000030391,ENSRNOT00000046590,Ei24,300514,8,39254889,39266959,-1
ENSRNOG00000012322,ENSRNOT00000016728,Pex7,308718,1,15311770,15374850,-1
ENSRNOG00000017558,ENSRNOT00000023611,Tubb2a,498736,17,31493107,31498651,1
ENSRNOG00000017558,ENSRNOT00000086264,Tubb2a,498736,17,31493107,31498651,1
ENSRNOG00000054856,ENSRNOT00000089962,Olr327,293765,KL568473.1,23997,24962,-1
ENSRNOG00000051868,ENSRNOT00000081224,,691468,10,45169409,45185411,1
ENSRNOG00000018974,ENSRNOT00000025699,Ern2,365363,1,192126023,192142854,-1
ENSRNOG00000009571,ENSRNOT00000012755,Wipf3,259242,4,84597323,84676775,1
ENSRNOG00000009571,ENSRNOT00000074054,Wipf3,259242,4,84597323,84676775,1
ENSRNOG00000019861,ENSRNOT00000046344,Tollip,361677,1,214823978,214844858,-1
ENSRNOG00000006368,ENSRNOT00000008655,Lrrn3,81514,6,61374328,61405195,-1
ENSRNOG00000002757,ENSRNOT00000003699,Tada2a,360581,10,71393692,71441389,-1
ENSRNOG00000002757,ENSRNOT00000087769,Tada2a,360581,10,71393692,71441389,-1
ENSRNOG00000016392,ENSRNOT00000021937,Zfp593,298546,5,152462522,152464850,-1
ENSRNOG00000058043,ENSRNOT00000082724,,,14,31554767,31555066,-1
ENSRNOG00000012094,ENSRNOT00000082792,Ltbp2,59106,6,108500112,108596569,-1
ENSRNOG00000012094,ENSRNOT00000031331,Ltbp2,59106,6,108500112,108596569,-1
ENSRNOG00000012094,ENSRNOT00000077458,Ltbp2,59106,6,108500112,108596569,-1
ENSRNOG00000027506,ENSRNOT00000038938,Zp4,282833,17,65497359,65503912,1
ENSRNOG00000055084,ENSRNOT00000077978,,,2,238839371,238839493,1
ENSRNOG00000024623,ENSRNOT00000045169,RGD1309170,362047,2,243447168,243475639,-1
ENSRNOG00000024623,ENSRNOT00000089222,RGD1309170,362047,2,243447168,243475639,-1
ENSRNOG00000051119,ENSRNOT00000076605,,,X,66528529,66537931,1
ENSRNOG00000005393,ENSRNOT00000007162,Sertad2,498423,14,104821215,104886197,1
ENSRNOG00000004239,ENSRNOT00000005614,LOC100362999,,6,59299905,59301491,-1
ENSRNOG00000004741,ENSRNOT00000006359,Rpl19,81767,10,85978691,85981979,1
ENSRNOG00000028120,ENSRNOT00000035482,,,2,166330579,166331689,-1
ENSRNOG00000001215,ENSRNOT00000049745,RGD1309594,309681,20,11417429,11424324,-1
ENSRNOG00000023830,ENSRNOT00000014887,Dnase2,171575,19,26022849,26025532,1
ENSRNOG00000022039,ENSRNOT00000033670,Zbtb40,362635,5,155346965,155381732,-1
ENSRNOG00000033697,ENSRNOT00000061973,Casp4,114555,8,2635851,2651652,1
ENSRNOG00000005793,ENSRNOT00000007603,Olr588,295822,3,75936795,75937739,1
ENSRNOG00000005229,ENSRNOT00000044008,Sec16b,89868,13,75175254,75216941,1
ENSRNOG00000005229,ENSRNOT00000007321,Sec16b,89868,13,75175254,75216941,1
ENSRNOG00000000340,ENSRNOT00000049255,RGD1304704,302247,15,4882947,4893919,1
ENSRNOG00000000340,ENSRNOT00000092002,RGD1304704,302247,15,4882947,4893919,1
ENSRNOG00000014230,ENSRNOT00000083005,Map1a,25152,3,113251778,113272186,1
ENSRNOG00000014230,ENSRNOT00000019320,Map1a,25152,3,113251778,113272186,1
ENSRNOG00000061777,ENSRNOT00000091763,,,AABR07024203.1,27105,49934,-1
ENSRNOG00000004000,ENSRNOT00000090278,Tefm,,10,67475968,67479077,-1
ENSRNOG00000004000,ENSRNOT00000005325,Tefm,,10,67475968,67479077,-1
ENSRNOG00000048358,ENSRNOT00000070876,LOC100911107,,17,32009809,32015071,-1
ENSRNOG00000048358,ENSRNOT00000070876,LOC102553010,,17,32009809,32015071,-1
ENSRNOG00000010890,ENSRNOT00000046054,Bmp1,83470,15,52166401,52210746,-1
ENSRNOG00000024239,ENSRNOT00000016987,Fam89b,309170,1,221085895,221087449,-1
ENSRNOG00000051189,ENSRNOT00000076224,,,X,70439998,70457318,-1
ENSRNOG00000051189,ENSRNOT00000076322,,,X,70439998,70457318,-1
ENSRNOG00000017036,ENSRNOT00000022958,Sec11c,266758,18,61490031,61506508,1
ENSRNOG00000008602,ENSRNOT00000048061,Steap4,499991,4,23090029,23135354,-1
ENSRNOG00000008602,ENSRNOT00000011432,Steap4,499991,4,23090029,23135354,-1
ENSRNOG00000008602,ENSRNOT00000089086,Steap4,499991,4,23090029,23135354,-1
ENSRNOG00000053279,ENSRNOT00000079529,,,1,251889271,251889407,1
ENSRNOG00000013170,ENSRNOT00000017746,Il13ra1,252963,X,122724129,122781479,1
ENSRNOG00000013170,ENSRNOT00000017746,Il13ra1,100360218,X,122724129,122781479,1
ENSRNOG00000013170,ENSRNOT00000017746,LOC100360218,252963,X,122724129,122781479,1
ENSRNOG00000013170,ENSRNOT00000017746,LOC100360218,100360218,X,122724129,122781479,1
ENSRNOG00000005411,ENSRNOT00000056944,Aftph,305544,14,104922282,104960141,-1
ENSRNOG00000048921,ENSRNOT00000071786,,,3,116072294,116073367,1
ENSRNOG00000012964,ENSRNOT00000017302,Ccr6,308163,1,53065025,53087474,-1
ENSRNOG00000055158,ENSRNOT00000091183,,,1,84529900,84530006,-1
ENSRNOG00000048282,ENSRNOT00000074075,Mpnd,681944,9,11055371,11061611,-1
ENSRNOG00000028052,ENSRNOT00000033132,RGD1563620,310511,2,166348373,166350227,1
ENSRNOG00000058340,ENSRNOT00000081518,Krt79,683720,7,143528204,143538579,-1
ENSRNOG00000053421,ENSRNOT00000086197,,,12,9597063,9597191,1
ENSRNOG00000007713,ENSRNOT00000080291,Tmcc3,314751,7,35309265,35543759,1
ENSRNOG00000007713,ENSRNOT00000010316,Tmcc3,314751,7,35309265,35543759,1
ENSRNOG00000007141,ENSRNOT00000009565,Preb,58842,6,26784088,26787874,1
ENSRNOG00000020606,ENSRNOT00000027964,B3gnt8,308440,1,82419947,82422846,1
ENSRNOG00000043384,ENSRNOT00000075779,,,8,40563537,40564556,-1
ENSRNOG00000053880,ENSRNOT00000088346,,,1,6440055,6440244,1
ENSRNOG00000012017,ENSRNOT00000016111,Otulin,100362554,2,80269587,80293181,-1
ENSRNOG00000031478,ENSRNOT00000047890,Zfp663,100362089,3,162028384,162035614,-1
ENSRNOG00000061556,ENSRNOT00000086360,,,1,89994409,89994535,-1
ENSRNOG00000047268,ENSRNOT00000048750,Olr651,295858,3,77109905,77110831,-1
ENSRNOG00000052884,ENSRNOT00000078277,Olr1245,405095,4,1591444,1592376,1
ENSRNOG00000046917,ENSRNOT00000074511,,,12,28997846,28997946,1
ENSRNOG00000055664,ENSRNOT00000083486,,,14,75953584,75953714,1
ENSRNOG00000009748,ENSRNOT00000012919,Olr262,293400,1,172615677,172616633,-1
ENSRNOG00000053807,ENSRNOT00000082344,,294343,AABR07024120.1,6775,8769,-1
ENSRNOG00000053807,ENSRNOT00000082344,,100909461,AABR07024120.1,6775,8769,-1
ENSRNOG00000053807,ENSRNOT00000082344,,100909869,AABR07024120.1,6775,8769,-1
ENSRNOG00000053807,ENSRNOT00000082344,,103690173,AABR07024120.1,6775,8769,-1
ENSRNOG00000057436,ENSRNOT00000090132,,,1,139604364,139604543,-1
ENSRNOG00000002746,ENSRNOT00000003721,Fstl1,79210,11,65782567,65845418,-1
ENSRNOG00000002746,ENSRNOT00000091057,Fstl1,79210,11,65782567,65845418,-1
ENSRNOG00000000610,ENSRNOT00000000749,Cisd1,294362,20,18493538,18506912,1
ENSRNOG00000035957,ENSRNOT00000054080,,,1,199087125,199087243,1
ENSRNOG00000005849,ENSRNOT00000008337,Aco1,50655,5,56425024,56481218,1
ENSRNOG00000038361,ENSRNOT00000058413,RGD1564865,498789,17,69468427,69497132,1
ENSRNOG00000051071,ENSRNOT00000076704,,,X,55114275,55114508,1
ENSRNOG00000060381,ENSRNOT00000088385,LOC100909752,100909752,5,62840360,62950240,1
ENSRNOG00000011475,ENSRNOT00000016070,Srcin1,56029,10,85460059,85517683,-1
ENSRNOG00000022490,ENSRNOT00000033253,,,3,9096044,9096481,-1
ENSRNOG00000061143,ENSRNOT00000083828,,,14,59631163,59631315,1
ENSRNOG00000000974,ENSRNOT00000001289,Zfp358,360754,12,2046472,2050565,1
ENSRNOG00000017962,ENSRNOT00000024161,Serpinb6,291085,17,32190801,32209590,1
ENSRNOG00000053871,ENSRNOT00000089811,,,1,261936054,261936176,-1
ENSRNOG00000059523,ENSRNOT00000083202,,,3,61529562,61529660,1
ENSRNOG00000031085,ENSRNOT00000045484,Ergic3,296306,3,151553578,151563364,1
