ensembl_gene_id,illumina_humanht_12_v4
ENSG00000181072,ILMN_1761574
ENSG00000183513,ILMN_1683065
ENSG00000183513,
ENSG00000260011,
ENSG00000128346,ILMN_1721338
ENSG00000128346,
ENSG00000275311,
ENSG00000137804,ILMN_2409298
ENSG00000137804,ILMN_1726720
ENSG00000137804,
ENSG00000076003,ILMN_1798654
ENSG00000076003,
ENSG00000216642,
ENSG00000246115,
ENSG00000249927,
ENSG00000163697,ILMN_1716790
ENSG00000163697,ILMN_3251699
ENSG00000163697,
ENSG00000277688,
ENSG00000275825,
ENSG00000165912,ILMN_1682957
ENSG00000165912,
ENSG00000250098,
ENSG00000248843,
ENSG00000275819,
ENSG00000232444,
ENSG00000133739,ILMN_1799999
ENSG00000133739,ILMN_2281881
ENSG00000133739,
ENSG00000233301,
ENSG00000206384,ILMN_1815679
ENSG00000206384,ILMN_3237932
ENSG00000206384,
ENSG00000271136,
ENSG00000182362,ILMN_1795836
ENSG00000182362,ILMN_2411127
ENSG00000182362,ILMN_1765328
ENSG00000166527,ILMN_1808979
ENSG00000270625,
ENSG00000250820,
ENSG00000174010,ILMN_1701648
ENSG00000185247,ILMN_2360047
ENSG00000185247,ILMN_1686083
ENSG00000185247,ILMN_2267131
ENSG00000233835,
ENSG00000276302,
ENSG00000115241,ILMN_1765522
ENSG00000115241,ILMN_1806867
ENSG00000241738,
ENSG00000216921,ILMN_1809998
ENSG00000261820,ILMN_3301677
ENSG00000225619,ILMN_3244358
ENSG00000277424,
ENSG00000270916,
ENSG00000177989,ILMN_1738867
ENSG00000177989,ILMN_2209614
ENSG00000177989,ILMN_3241446
ENSG00000151491,ILMN_1651699
ENSG00000151491,
ENSG00000170734,ILMN_2136576
ENSG00000170734,ILMN_1658221
ENSG00000170734,
ENSG00000182858,ILMN_1743995
ENSG00000182858,
ENSG00000170948,ILMN_1679822
ENSG00000277728,
ENSG00000254040,
ENSG00000225039,
ENSG00000276999,
ENSG00000125962,ILMN_1741156
ENSG00000125962,
ENSG00000276912,
ENSG00000229553,
ENSG00000236534,ILMN_1699015
ENSG00000236534,ILMN_1656082
ENSG00000214518,ILMN_3248758
ENSG00000214518,ILMN_1676146
ENSG00000214518,ILMN_1658448
ENSG00000214518,ILMN_1780344
ENSG00000231169,
ENSG00000264860,
ENSG00000233673,ILMN_3244779
ENSG00000233673,ILMN_1662807
ENSG00000233673,ILMN_1664435
ENSG00000228364,ILMN_3286230
ENSG00000228364,ILMN_3208632
ENSG00000278053,ILMN_2366790
ENSG00000278053,ILMN_2366785
ENSG00000278053,
ENSG00000155561,ILMN_1673962
ENSG00000155561,
ENSG00000271013,ILMN_1786361
ENSG00000251112,
ENSG00000220347,
ENSG00000282160,
ENSG00000163631,
ENSG00000167104,
ENSG00000226149,
ENSG00000271265,
ENSG00000112964,ILMN_1775814
ENSG00000112964,
ENSG00000177692,ILMN_2253246
ENSG00000177692,ILMN_2244087
ENSG00000177692,ILMN_2316083
ENSG00000259024,ILMN_1691418
ENSG00000259024,ILMN_1789407
ENSG00000259024,ILMN_1751492
ENSG00000259024,
ENSG00000244730,
ENSG00000204338,ILMN_1773082
ENSG00000137547,ILMN_2103720
ENSG00000137547,
ENSG00000186487,ILMN_2223034
ENSG00000186487,ILMN_1685582
ENSG00000186487,
ENSG00000131089,ILMN_1779370
ENSG00000131089,
ENSG00000143442,ILMN_2329309
ENSG00000143442,ILMN_1652929
ENSG00000143442,
ENSG00000143442,ILMN_1733441
ENSG00000272900,
ENSG00000249285,
ENSG00000273994,
ENSG00000236292,
ENSG00000257817,
ENSG00000261824,
ENSG00000122642,ILMN_2145143
ENSG00000122642,ILMN_1666121
ENSG00000122642,
ENSG00000248131,
ENSG00000083750,ILMN_1741219
ENSG00000083750,
ENSG00000083750,ILMN_1651771
ENSG00000110844,
ENSG00000110844,ILMN_1722200
ENSG00000143816,ILMN_1766729
ENSG00000143816,ILMN_3307767
ENSG00000149357,
ENSG00000149357,ILMN_1815878
ENSG00000258271,
ENSG00000117010,ILMN_1751393
ENSG00000117010,
ENSG00000088992,ILMN_1750181
ENSG00000088992,
ENSG00000278599,ILMN_3305887
ENSG00000278599,ILMN_2173651
ENSG00000278599,ILMN_3299800
ENSG00000278599,ILMN_3223246
ENSG00000177156,ILMN_1746588
ENSG00000177156,
ENSG00000177156,ILMN_1670998
ENSG00000240270,
ENSG00000257529,
ENSG00000107140,ILMN_1791067
ENSG00000107140,
ENSG00000278707,
ENSG00000166987,
ENSG00000166987,ILMN_1746012
ENSG00000223381,
ENSG00000259426,
ENSG00000238169,
ENSG00000267834,
ENSG00000177418,
ENSG00000168172,ILMN_1741464
ENSG00000168172,ILMN_2062001
ENSG00000168172,
ENSG00000254726,ILMN_3239177
ENSG00000254726,
ENSG00000254495,
ENSG00000175676,ILMN_2192351
ENSG00000175676,ILMN_1746683
ENSG00000175676,ILMN_1792191
ENSG00000175676,ILMN_2109536
ENSG00000175676,ILMN_1787208
ENSG00000175676,ILMN_3214985
ENSG00000258842,
ENSG00000101493,ILMN_1699648
ENSG00000101493,
ENSG00000213115,ILMN_3306628
ENSG00000213115,ILMN_3229067
ENSG00000235884,
ENSG00000225926,
ENSG00000280214,
ENSG00000183396,ILMN_1694339
ENSG00000214784,ILMN_1690638
ENSG00000244187,ILMN_1774066
ENSG00000260552,
ENSG00000279043,
ENSG00000179855,ILMN_1722826
ENSG00000179855,ILMN_3253728
ENSG00000254014,
ENSG00000183426,ILMN_2208802
ENSG00000183426,ILMN_3308683
ENSG00000183426,ILMN_1663298
ENSG00000183426,ILMN_1763685
ENSG00000183426,
ENSG00000183426,ILMN_3246585
ENSG00000183426,ILMN_1709326
ENSG00000257541,
ENSG00000274766,
ENSG00000259691,
ENSG00000263331,
ENSG00000264672,
ENSG00000256146,
ENSG00000240005,
ENSG00000266524,ILMN_1678191
ENSG00000099812,ILMN_1683905
ENSG00000099812,
ENSG00000258704,
ENSG00000226727,
ENSG00000262528,ILMN_3289057
ENSG00000262785,
ENSG00000254905,
ENSG00000088247,ILMN_1673936
ENSG00000088247,
ENSG00000226165,
ENSG00000249870,
ENSG00000135486,ILMN_1663447
ENSG00000135486,ILMN_1661346
ENSG00000135486,ILMN_1815882
ENSG00000135486,
ENSG00000259235,
ENSG00000094841,
ENSG00000094841,ILMN_2154101
ENSG00000240024,
ENSG00000270619,
ENSG00000185087,ILMN_1674608
ENSG00000185087,
ENSG00000260764,
ENSG00000271576,
ENSG00000180900,ILMN_1695181
ENSG00000180900,ILMN_2324029
ENSG00000180900,ILMN_1726516
ENSG00000180900,
ENSG00000269106,
ENSG00000214832,ILMN_1705515
ENSG00000178458,ILMN_2106331
ENSG00000178458,ILMN_3206343
ENSG00000178458,ILMN_2402930
ENSG00000178458,ILMN_2402936
ENSG00000178458,ILMN_1748767
ENSG00000178458,ILMN_1699015
ENSG00000178458,ILMN_3282587
ENSG00000178458,ILMN_1656082
ENSG00000251666,
ENSG00000224089,ILMN_2095078
ENSG00000224089,ILMN_2231845
ENSG00000224089,ILMN_1673271
ENSG00000224089,ILMN_2057196
ENSG00000256540,
ENSG00000184601,ILMN_1693951
ENSG00000111912,ILMN_1687768
ENSG00000111912,
ENSG00000185324,ILMN_3306950
ENSG00000185324,ILMN_1741459
ENSG00000185324,ILMN_1700611
ENSG00000185324,ILMN_1687353
ENSG00000185324,
ENSG00000258576,
ENSG00000226209,
ENSG00000227267,
ENSG00000280383,
ENSG00000223669,
ENSG00000236498,
ENSG00000275679,
ENSG00000118491,
ENSG00000226355,
ENSG00000132793,ILMN_1772834
ENSG00000132793,
ENSG00000255104,
ENSG00000255104,ILMN_1707741
ENSG00000255104,ILMN_1766028
ENSG00000134452,ILMN_1729430
ENSG00000134452,
ENSG00000134452,ILMN_1664779
ENSG00000232789,
ENSG00000167766,
ENSG00000167766,ILMN_2190414
ENSG00000006712,ILMN_1669508
ENSG00000006712,
ENSG00000182809,
ENSG00000182809,ILMN_1694432
ENSG00000185100,ILMN_1720235
ENSG00000185100,ILMN_2240009
ENSG00000185100,
ENSG00000185100,ILMN_1749804
ENSG00000267235,
ENSG00000129673,ILMN_1729835
ENSG00000184544,ILMN_3237936
ENSG00000184544,ILMN_1705124
ENSG00000214894,
ENSG00000214894,ILMN_1657996
ENSG00000232817,ILMN_1892598
ENSG00000228666,
ENSG00000141437,ILMN_2186078
ENSG00000250620,ILMN_1860665
ENSG00000178927,ILMN_1750401
ENSG00000178927,
ENSG00000235780,ILMN_3237186
ENSG00000235780,ILMN_3298585
ENSG00000235780,ILMN_1726758
ENSG00000235780,ILMN_3298384
ENSG00000235780,ILMN_1729209
ENSG00000235780,ILMN_3237089
ENSG00000235780,ILMN_1754640
ENSG00000235780,ILMN_3221852
ENSG00000235780,ILMN_1684499
ENSG00000235780,ILMN_3237263
ENSG00000235780,ILMN_2335123
ENSG00000235780,ILMN_3194480
ENSG00000255273,
ENSG00000184545,ILMN_1743204
ENSG00000184545,
ENSG00000248208,ILMN_1756146
ENSG00000179967,ILMN_3282768
ENSG00000228582,
ENSG00000279367,
ENSG00000274109,
ENSG00000182346,ILMN_1658386
ENSG00000146828,
ENSG00000146828,ILMN_1695962
ENSG00000168502,
ENSG00000168502,ILMN_1705562
ENSG00000229839,
ENSG00000130881,
ENSG00000130881,ILMN_2127605
ENSG00000274058,
ENSG00000172139,ILMN_1711111
ENSG00000172139,
ENSG00000279310,
ENSG00000127184,ILMN_1798189
ENSG00000249264,ILMN_3243441
ENSG00000239930,
ENSG00000229273,ILMN_1676520
ENSG00000226868,
ENSG00000236159,
ENSG00000125304,ILMN_1785765
ENSG00000125304,
ENSG00000260465,
ENSG00000273221,
ENSG00000110871,ILMN_1770936
ENSG00000110871,
ENSG00000110871,ILMN_3276933
ENSG00000261176,
ENSG00000189120,ILMN_1769721
ENSG00000277219,
ENSG00000282004,
ENSG00000154265,ILMN_1722286
ENSG00000154265,ILMN_1784176
ENSG00000154265,ILMN_1749001
ENSG00000154265,
ENSG00000232473,
ENSG00000204464,
ENSG00000006756,ILMN_1684956
ENSG00000006756,ILMN_1684873
ENSG00000006756,
ENSG00000006756,ILMN_1661624
ENSG00000105135,ILMN_1759419
ENSG00000105135,ILMN_1769451
ENSG00000105135,
ENSG00000265939,
ENSG00000226541,
ENSG00000159445,ILMN_1682120
ENSG00000159445,
ENSG00000223731,ILMN_3309589
ENSG00000119912,
ENSG00000235779,
ENSG00000272112,
ENSG00000243988,
ENSG00000276858,
ENSG00000271601,ILMN_1708098
ENSG00000110911,
ENSG00000110911,ILMN_1745034
ENSG00000227061,
ENSG00000274331,
ENSG00000167759,ILMN_1666191
ENSG00000167759,
ENSG00000113761,
ENSG00000113761,ILMN_1732554
ENSG00000205022,ILMN_2254943
ENSG00000205022,
ENSG00000256155,
ENSG00000111206,ILMN_1716400
ENSG00000111206,ILMN_2344971
ENSG00000111206,
ENSG00000230142,
ENSG00000264562,
ENSG00000224731,
ENSG00000248221,
ENSG00000258620,
ENSG00000155096,ILMN_1656682
ENSG00000155096,ILMN_2327994
ENSG00000155096,ILMN_1704550
ENSG00000155096,
ENSG00000080986,ILMN_1664511
ENSG00000080986,
ENSG00000229749,
ENSG00000256288,
ENSG00000274958,
ENSG00000233176,
ENSG00000077616,
ENSG00000077616,ILMN_1740024
ENSG00000267260,ILMN_3228482
ENSG00000267260,
ENSG00000235815,
ENSG00000227168,
ENSG00000272880,
ENSG00000273329,ILMN_3187497
ENSG00000149090,ILMN_1788410
ENSG00000149090,ILMN_1658356
ENSG00000149090,
ENSG00000181958,ILMN_2129600
ENSG00000233733,
ENSG00000176055,ILMN_1769449
ENSG00000176055,ILMN_2193752
ENSG00000176055,
ENSG00000105364,ILMN_1804207
ENSG00000105364,
ENSG00000105364,ILMN_1681230
ENSG00000230718,
ENSG00000254089,
ENSG00000260414,
ENSG00000162365,ILMN_2059780
ENSG00000162365,ILMN_1726980
ENSG00000162365,
ENSG00000259315,ILMN_3274790
ENSG00000259315,
ENSG00000230162,
ENSG00000244461,
ENSG00000255393,ILMN_1669358
ENSG00000241984,
ENSG00000275328,ILMN_1656233
ENSG00000213091,
ENSG00000232529,
ENSG00000203963,ILMN_1684186
ENSG00000203963,ILMN_2137404
ENSG00000203963,
ENSG00000203664,ILMN_1758356
ENSG00000225560,ILMN_2068522
ENSG00000225560,ILMN_1794407
ENSG00000225560,
ENSG00000251601,
ENSG00000259425,
ENSG00000214290,ILMN_1658318
ENSG00000223725,
ENSG00000223725,ILMN_1846242
ENSG00000262228,
ENSG00000267489,
ENSG00000259001,ILMN_1704056
ENSG00000219073,
ENSG00000256588,
ENSG00000229202,
ENSG00000276820,
ENSG00000187944,ILMN_1655269
ENSG00000266928,ILMN_1838238
ENSG00000282836,
ENSG00000211801,ILMN_1880342
ENSG00000046604,ILMN_3251672
ENSG00000046604,ILMN_1704196
ENSG00000046604,
ENSG00000255516,
ENSG00000244039,
ENSG00000239552,
ENSG00000173678,ILMN_3200018
ENSG00000173678,ILMN_2144654
ENSG00000173678,ILMN_3283592
ENSG00000188937,ILMN_1782274
ENSG00000188937,
ENSG00000273025,ILMN_1813620
ENSG00000240355,
ENSG00000262855,
ENSG00000268636,
ENSG00000254545,
ENSG00000234089,
ENSG00000234089,ILMN_1819181
ENSG00000234089,ILMN_3249197
ENSG00000164972,
ENSG00000164972,ILMN_1807009
ENSG00000241933,
ENSG00000276172,
ENSG00000276632,
ENSG00000027847,ILMN_1663541
ENSG00000027847,
ENSG00000100626,
ENSG00000100626,ILMN_1799903
ENSG00000100626,ILMN_2077952
ENSG00000100626,ILMN_3239465
ENSG00000100626,ILMN_1652144
ENSG00000218809,
ENSG00000274400,
ENSG00000253979,
ENSG00000235232,
ENSG00000224185,
ENSG00000225390,
ENSG00000229459,
ENSG00000142541,ILMN_1713369
ENSG00000142541,ILMN_2165762
ENSG00000142541,ILMN_1667609
ENSG00000142541,ILMN_1743217
ENSG00000142541,ILMN_1682354
ENSG00000142541,
ENSG00000275443,
ENSG00000260024,
ENSG00000258741,ILMN_1669180
ENSG00000258741,
ENSG00000274614,
ENSG00000268153,
ENSG00000245719,
ENSG00000170255,ILMN_1773156
ENSG00000263369,
ENSG00000224215,
ENSG00000250274,ILMN_1832033
ENSG00000142515,ILMN_1663787
ENSG00000142515,ILMN_1655426
ENSG00000142515,ILMN_1748981
ENSG00000142515,
ENSG00000048162,ILMN_1704055
ENSG00000048162,
ENSG00000232100,
ENSG00000204622,ILMN_1749409
ENSG00000204622,
ENSG00000270040,
ENSG00000240454,
ENSG00000228049,ILMN_1808946
ENSG00000228049,ILMN_1661516
ENSG00000166123,ILMN_1684158
ENSG00000166123,
ENSG00000229347,ILMN_1662627
ENSG00000249992,ILMN_1792455
ENSG00000257604,
ENSG00000141551,
ENSG00000141551,ILMN_1720708
ENSG00000141551,ILMN_2286870
ENSG00000225581,ILMN_3234441
ENSG00000141258,
ENSG00000141258,ILMN_1779171
ENSG00000276387,
ENSG00000231296,
ENSG00000002933,ILMN_1791511
ENSG00000002933,
ENSG00000234147,
ENSG00000229929,
ENSG00000125746,
ENSG00000125746,ILMN_3308158
ENSG00000152611,ILMN_2267508
ENSG00000152611,ILMN_2359306
ENSG00000152611,ILMN_1763843
ENSG00000259411,ILMN_1661346
ENSG00000235678,
ENSG00000267764,
ENSG00000234634,
ENSG00000248139,
ENSG00000267309,ILMN_3228393
ENSG00000203999,ILMN_1752144
ENSG00000254154,ILMN_1748719
ENSG00000243129,
ENSG00000008282,ILMN_2377174
ENSG00000008282,ILMN_1764087
ENSG00000008282,ILMN_1691458
ENSG00000008282,ILMN_1686380
ENSG00000260172,
ENSG00000155366,ILMN_1673305
ENSG00000155366,ILMN_2313730
ENSG00000155366,
ENSG00000274517,
ENSG00000278399,ILMN_1652967
ENSG00000256673,ILMN_1719909
ENSG00000256673,ILMN_1661055
ENSG00000256673,ILMN_1749875
ENSG00000281097,
ENSG00000172728,ILMN_1725683
ENSG00000172728,ILMN_2163906
ENSG00000172728,
ENSG00000256750,
ENSG00000227600,
ENSG00000101695,
ENSG00000173486,ILMN_1807563
ENSG00000173486,
ENSG00000173486,ILMN_1678080
ENSG00000276701,
ENSG00000272558,
ENSG00000224165,
ENSG00000007402,ILMN_1711049
ENSG00000007402,ILMN_2355274
ENSG00000007402,
ENSG00000255621,
ENSG00000250041,
ENSG00000279675,ILMN_1883769
ENSG00000267692,
ENSG00000230552,
ENSG00000156011,ILMN_1656915
ENSG00000156011,ILMN_1717477
ENSG00000156011,ILMN_1673160
ENSG00000156011,ILMN_1658243
ENSG00000156011,
ENSG00000183323,ILMN_1653480
ENSG00000183323,ILMN_3244319
ENSG00000183323,
ENSG00000183921,
ENSG00000171858,
ENSG00000171858,ILMN_1800573
ENSG00000261656,
ENSG00000232023,
ENSG00000213741,ILMN_2415722
ENSG00000213741,
ENSG00000213741,ILMN_1738243
ENSG00000213741,ILMN_2298818
ENSG00000261519,
ENSG00000228546,
ENSG00000258964,
ENSG00000278009,
ENSG00000225037,
ENSG00000231821,
ENSG00000235124,
ENSG00000230149,
ENSG00000225412,
ENSG00000196182,ILMN_1679311
ENSG00000196182,ILMN_2075927
ENSG00000196182,
ENSG00000188152,
ENSG00000261279,ILMN_1720557
ENSG00000261279,ILMN_1749474
ENSG00000261279,ILMN_2271884
ENSG00000118733,ILMN_1729617
ENSG00000118733,
ENSG00000096092,ILMN_1785191
ENSG00000255239,
ENSG00000114251,ILMN_1800317
ENSG00000114251,
ENSG00000274879,
ENSG00000242152,
ENSG00000159388,ILMN_1770085
ENSG00000159388,
ENSG00000167528,
ENSG00000167528,ILMN_1731666
ENSG00000242338,ILMN_1720469
ENSG00000242338,ILMN_1779795
ENSG00000242338,ILMN_1687273
ENSG00000242338,ILMN_1756899
ENSG00000242338,ILMN_1703973
ENSG00000224610,
ENSG00000269419,
ENSG00000164434,ILMN_1745299
ENSG00000281386,
ENSG00000219139,
ENSG00000226108,
ENSG00000278710,
ENSG00000211789,
ENSG00000187173,ILMN_1653282
ENSG00000189393,ILMN_3240907
ENSG00000189393,ILMN_1793320
ENSG00000189393,ILMN_3241066
ENSG00000189393,ILMN_1660797
ENSG00000189393,ILMN_1805993
ENSG00000189393,ILMN_3238173
ENSG00000189393,ILMN_1723953
ENSG00000189393,ILMN_1655519
ENSG00000189393,ILMN_1664907
ENSG00000226180,
ENSG00000216721,
ENSG00000122482,ILMN_1657665
ENSG00000122482,ILMN_1730118
ENSG00000122482,ILMN_1671048
ENSG00000122482,
ENSG00000232168,
ENSG00000254226,
ENSG00000254226,ILMN_1656847
ENSG00000240405,
ENSG00000213877,
ENSG00000237874,
ENSG00000259721,ILMN_3211343
ENSG00000259721,ILMN_3287840
ENSG00000259407,
ENSG00000276054,
ENSG00000225851,
ENSG00000235734,
ENSG00000254194,
ENSG00000276529,
ENSG00000229152,
ENSG00000225376,
ENSG00000260534,
ENSG00000260310,
ENSG00000145681,ILMN_1678812
ENSG00000145681,ILMN_2210519
ENSG00000145681,
ENSG00000146830,ILMN_1815639
ENSG00000146830,
ENSG00000282804,
ENSG00000178952,ILMN_1738369
ENSG00000178952,
ENSG00000250903,
ENSG00000175782,ILMN_1749521
ENSG00000175782,
ENSG00000232105,
ENSG00000267590,
ENSG00000261423,
ENSG00000267378,
ENSG00000230284,
ENSG00000237057,
ENSG00000231423,
ENSG00000211725,
ENSG00000229243,
ENSG00000250948,
ENSG00000244650,
ENSG00000263101,
ENSG00000198841,ILMN_1703226
ENSG00000233864,
ENSG00000233864,ILMN_2077896
ENSG00000233864,ILMN_3244496
ENSG00000258352,
ENSG00000147533,
ENSG00000147533,ILMN_2268921
ENSG00000147533,ILMN_1778673
ENSG00000147533,ILMN_1805221
ENSG00000254786,
ENSG00000034533,ILMN_1803813
ENSG00000034533,
ENSG00000164363,ILMN_1813964
ENSG00000164363,
ENSG00000100380,ILMN_1765204
ENSG00000100380,
ENSG00000249057,
ENSG00000259837,ILMN_1818859
ENSG00000282506,
ENSG00000189401,ILMN_1730567
ENSG00000259304,
ENSG00000136929,ILMN_1689675
ENSG00000136929,ILMN_2413537
ENSG00000136929,ILMN_1680094
ENSG00000261247,ILMN_1792344
ENSG00000261247,ILMN_1660669
ENSG00000261247,ILMN_3285591
ENSG00000261247,ILMN_3208995
ENSG00000196350,ILMN_3262337
ENSG00000176318,
ENSG00000173065,ILMN_1812441
ENSG00000173065,
ENSG00000225898,
ENSG00000043514,ILMN_1727692
ENSG00000043514,
ENSG00000136867,ILMN_1758938
ENSG00000136867,
ENSG00000145777,
ENSG00000145777,ILMN_1662884
ENSG00000145777,ILMN_1801098
ENSG00000253556,
ENSG00000280399,
ENSG00000117139,ILMN_1755727
ENSG00000117139,
ENSG00000220184,
ENSG00000226387,
ENSG00000237987,
ENSG00000271890,
ENSG00000163098,ILMN_1727144
ENSG00000173064,ILMN_3244516
ENSG00000173064,
ENSG00000173064,ILMN_1726041
ENSG00000173064,ILMN_1724966
ENSG00000173064,ILMN_1686712
ENSG00000186105,
ENSG00000238193,
ENSG00000152430,ILMN_1781833
ENSG00000152430,ILMN_2329759
ENSG00000152430,ILMN_1759369
ENSG00000152430,ILMN_1667147
ENSG00000152430,ILMN_1670746
ENSG00000180019,
ENSG00000118520,ILMN_1812281
ENSG00000118520,
ENSG00000270257,
ENSG00000145912,ILMN_3231390
ENSG00000145912,ILMN_2365544
ENSG00000145912,ILMN_3226807
ENSG00000145912,ILMN_1718672
ENSG00000145912,
ENSG00000111911,ILMN_3251662
ENSG00000111911,ILMN_2211630
ENSG00000111911,ILMN_1779076
ENSG00000124783,
ENSG00000124783,ILMN_1750693
ENSG00000104825,ILMN_1712754
ENSG00000104825,ILMN_1674152
ENSG00000104825,
ENSG00000255689,
ENSG00000137261,ILMN_1657497
ENSG00000144820,ILMN_2125395
ENSG00000144820,ILMN_1808078
ENSG00000144820,
ENSG00000236073,
ENSG00000143278,
ENSG00000258807,
ENSG00000276127,
ENSG00000260157,ILMN_3246159
ENSG00000260157,ILMN_3245748
ENSG00000179818,
ENSG00000158717,ILMN_1695356
ENSG00000158717,
ENSG00000260082,ILMN_3293972
ENSG00000224598,
ENSG00000165887,ILMN_1682547
ENSG00000273174,
ENSG00000137821,ILMN_1763941
ENSG00000137821,
ENSG00000113205,ILMN_1745213
ENSG00000113205,ILMN_2128048
ENSG00000272769,
ENSG00000253799,
ENSG00000254612,ILMN_1690844
ENSG00000254612,ILMN_1784665
ENSG00000100429,
ENSG00000227851,
ENSG00000274874,
ENSG00000120253,ILMN_1661432
ENSG00000120253,ILMN_1762674
ENSG00000120253,
ENSG00000236268,
ENSG00000100368,ILMN_1798475
ENSG00000100368,
ENSG00000253403,
ENSG00000260352,
ENSG00000254076,
ENSG00000235176,
ENSG00000259254,
ENSG00000229444,
ENSG00000261596,
ENSG00000161800,
ENSG00000161800,ILMN_2077550
ENSG00000161800,ILMN_1702140
ENSG00000280197,ILMN_1869651
ENSG00000280197,ILMN_3179127
ENSG00000007866,ILMN_1814002
ENSG00000007866,
ENSG00000215448,
ENSG00000176641,ILMN_2071826
ENSG00000176641,
ENSG00000238180,
ENSG00000253543,
ENSG00000258354,
ENSG00000230158,
ENSG00000248482,
ENSG00000278945,
ENSG00000282475,
ENSG00000011260,
ENSG00000213403,
ENSG00000278833,
ENSG00000179958,ILMN_3242459
ENSG00000179958,ILMN_1763129
ENSG00000262262,
ENSG00000255050,
ENSG00000272750,
ENSG00000260090,
ENSG00000248346,
ENSG00000278157,
ENSG00000279145,
ENSG00000276232,ILMN_3246209
ENSG00000281093,
ENSG00000120948,
ENSG00000120948,ILMN_1677532
ENSG00000120948,ILMN_3265824
ENSG00000251027,
ENSG00000263322,
ENSG00000232613,
ENSG00000226549,
ENSG00000072182,ILMN_2287535
ENSG00000072182,ILMN_2394897
ENSG00000072182,ILMN_2394902
ENSG00000106330,ILMN_1805345
ENSG00000106330,ILMN_2356909
ENSG00000106330,
ENSG00000095370,ILMN_1674440
ENSG00000095370,ILMN_1775734
ENSG00000095370,
ENSG00000103522,ILMN_1798204
ENSG00000103522,ILMN_1786609
ENSG00000103522,ILMN_1661687
ENSG00000103522,ILMN_1722209
ENSG00000103522,
ENSG00000216663,
ENSG00000213335,
ENSG00000243188,
ENSG00000220506,
ENSG00000204188,
ENSG00000204188,ILMN_3270462
ENSG00000250437,
ENSG00000146385,ILMN_1772523
ENSG00000263271,
ENSG00000279023,
ENSG00000263786,
ENSG00000248568,
ENSG00000274893,
ENSG00000272848,
ENSG00000261886,
ENSG00000273423,
ENSG00000258973,
ENSG00000250541,
ENSG00000223546,
ENSG00000131484,
ENSG00000281742,
ENSG00000259251,
ENSG00000205361,
ENSG00000279936,
ENSG00000139194,ILMN_2103024
ENSG00000139194,
ENSG00000197745,ILMN_1802104
ENSG00000245904,
ENSG00000224366,
ENSG00000228126,
ENSG00000270575,
ENSG00000183793,ILMN_2208802
ENSG00000183793,
ENSG00000236124,
ENSG00000240739,
ENSG00000236226,
ENSG00000277878,
ENSG00000215037,
ENSG00000247240,
ENSG00000102034,ILMN_1652082
ENSG00000102034,
ENSG00000274193,
ENSG00000182521,
ENSG00000251014,
ENSG00000236799,
ENSG00000206240,
ENSG00000241207,
ENSG00000279622,
ENSG00000265148,
ENSG00000204909,
ENSG00000204909,ILMN_2045351
ENSG00000204909,ILMN_1653428
ENSG00000250229,ILMN_1689842
ENSG00000234504,
ENSG00000092203,
ENSG00000092203,ILMN_1743131
ENSG00000250007,
ENSG00000170631,ILMN_1713992
ENSG00000170631,ILMN_1669275
ENSG00000170631,ILMN_2332795
ENSG00000170631,
ENSG00000219951,
ENSG00000265205,
ENSG00000229140,ILMN_1733191
ENSG00000149201,ILMN_1794534
ENSG00000149201,
ENSG00000170802,
ENSG00000170802,ILMN_1736510
ENSG00000236972,ILMN_1779852
ENSG00000236972,ILMN_1696302
ENSG00000236972,ILMN_2146766
ENSG00000204370,ILMN_1698487
ENSG00000204370,
ENSG00000279093,
ENSG00000254699,
ENSG00000235941,
ENSG00000227726,
ENSG00000095464,ILMN_1730851
ENSG00000182397,ILMN_1709024
ENSG00000182397,ILMN_1712456
ENSG00000182397,
ENSG00000211892,
ENSG00000165233,
ENSG00000163913,ILMN_2366177
ENSG00000163913,ILMN_1742379
ENSG00000163913,ILMN_1666593
ENSG00000163913,ILMN_1720724
ENSG00000163913,
ENSG00000184210,
ENSG00000251259,
ENSG00000254902,
ENSG00000269058,
ENSG00000232122,
ENSG00000236495,
ENSG00000106178,ILMN_1653766
ENSG00000159337,ILMN_1662351
ENSG00000159337,ILMN_2217270
ENSG00000159337,
ENSG00000219257,
ENSG00000227949,
ENSG00000233393,
ENSG00000239602,
ENSG00000123572,ILMN_1687392
ENSG00000123572,
ENSG00000117691,ILMN_2142554
ENSG00000117691,
ENSG00000204791,ILMN_1668069
ENSG00000186566,ILMN_1764617
ENSG00000186566,
ENSG00000231605,
ENSG00000105127,ILMN_1741572
ENSG00000105127,
ENSG00000243926,
ENSG00000149554,
ENSG00000149554,ILMN_1664630
ENSG00000226704,
ENSG00000151366,ILMN_1694274
ENSG00000151366,
ENSG00000198826,
ENSG00000198826,ILMN_2395913
ENSG00000198826,ILMN_1744830
ENSG00000198826,ILMN_1673815
ENSG00000151116,ILMN_2408968
ENSG00000151116,ILMN_1711452
ENSG00000151116,
ENSG00000272735,
ENSG00000253959,
ENSG00000234793,
ENSG00000279484,ILMN_1738410
ENSG00000248419,
ENSG00000166986,
ENSG00000184486,ILMN_2209045
ENSG00000184486,ILMN_1725772
ENSG00000265206,ILMN_3309021
ENSG00000231130,
ENSG00000213235,
ENSG00000257404,
ENSG00000259476,
ENSG00000196338,
ENSG00000196338,ILMN_1759700
ENSG00000112159,ILMN_1741260
ENSG00000112159,
