,ensembl_gene_id,affy_hg_u95av2
3492,ENSG00000221297,35436_at
3493,ENSG00000251698,
3494,ENSG00000201733,
3495,ENSG00000201464,
3496,ENSG00000274991,
3497,ENSG00000239036,
3498,ENSG00000274520,
3499,ENSG00000273627,
3500,ENSG00000201021,
3501,ENSG00000207389,
3502,ENSG00000221610,
3503,ENSG00000238444,
3504,ENSG00000259762,
3505,ENSG00000208883,
3506,ENSG00000277328,
3507,ENSG00000278778,
3508,ENSG00000240411,
3509,ENSG00000276140,
3510,ENSG00000200629,
3511,ENSG00000263565,
3512,ENSG00000207762,
3513,ENSG00000280731,
3514,ENSG00000243103,
3515,ENSG00000277280,
3516,ENSG00000277057,
3517,ENSG00000222259,
3518,ENSG00000199291,
3519,ENSG00000239023,
3520,ENSG00000281147,
3521,ENSG00000187735,
3522,ENSG00000207304,
3523,ENSG00000080644,34019_at
3524,ENSG00000265129,
3525,ENSG00000206647,
3526,ENSG00000281435,36347_f_at
3527,ENSG00000212191,
3528,ENSG00000207962,
3529,ENSG00000278348,
3530,ENSG00000221431,
3531,ENSG00000131482,
3532,ENSG00000264802,
3533,ENSG00000223726,
3534,ENSG00000202092,
3535,ENSG00000212521,
3536,ENSG00000265344,
3537,ENSG00000281331,
3538,ENSG00000274182,
3539,ENSG00000238448,
3540,ENSG00000275460,
3541,ENSG00000206914,
3542,ENSG00000281712,
3543,ENSG00000216100,
3544,ENSG00000248132,
3545,ENSG00000280793,
3546,ENSG00000263383,
3547,ENSG00000202423,
3548,ENSG00000216090,
3549,ENSG00000281431,
3550,ENSG00000112335,39360_at
3551,ENSG00000207571,
3552,ENSG00000207073,
3553,ENSG00000277487,
3554,ENSG00000221128,
3555,ENSG00000243968,
3556,ENSG00000280510,
3557,ENSG00000222932,
3558,ENSG00000207569,
3559,ENSG00000265165,
3560,ENSG00000275063,
3561,ENSG00000276604,
3562,ENSG00000272367,
3563,ENSG00000278123,
3564,ENSG00000251744,
3565,ENSG00000273684,
3566,ENSG00000266799,
3567,ENSG00000243541,
3568,ENSG00000264803,
3569,ENSG00000143155,33035_at
3570,ENSG00000265418,
3571,ENSG00000201000,
3572,ENSG00000222651,
3573,ENSG00000278100,
3574,ENSG00000207605,
3575,ENSG00000205231,
3576,ENSG00000244197,
3577,ENSG00000276090,
3578,ENSG00000199245,
3579,ENSG00000274304,
3580,ENSG00000200360,
3581,ENSG00000200419,
3582,ENSG00000212249,
3583,ENSG00000208032,
3584,ENSG00000216084,
3585,ENSG00000201660,
3586,ENSG00000221411,
3587,ENSG00000251982,
3588,ENSG00000273530,
3589,ENSG00000264463,
3590,ENSG00000277234,
3591,ENSG00000252802,
3592,ENSG00000281474,
3593,ENSG00000275161,
3594,ENSG00000239690,
3595,ENSG00000264377,
3596,ENSG00000277468,
3597,ENSG00000206996,
3598,ENSG00000277567,
3599,ENSG00000278246,
3600,ENSG00000238447,
3601,ENSG00000221336,
3602,ENSG00000255129,41290_at
3603,ENSG00000238320,
3604,ENSG00000281370,
3605,ENSG00000206682,
3606,ENSG00000266362,
3607,ENSG00000274651,
3608,ENSG00000265598,
3609,ENSG00000252776,
3610,ENSG00000238923,
3611,ENSG00000199710,
3612,ENSG00000278706,
3613,ENSG00000274643,
3614,ENSG00000280756,
3615,ENSG00000226741,
3616,ENSG00000199700,
3617,ENSG00000110169,
3618,ENSG00000279992,
3619,ENSG00000212133,
3620,ENSG00000277737,39568_g_at
3621,ENSG00000277737,39567_at
3622,ENSG00000264288,
3623,ENSG00000266702,
3624,ENSG00000273830,
3625,ENSG00000265583,
3626,ENSG00000265965,
3627,ENSG00000143155,
3628,ENSG00000207588,
3629,ENSG00000200381,
3630,ENSG00000200648,
3631,ENSG00000212609,
3632,ENSG00000244748,
3633,ENSG00000263950,
3634,ENSG00000266724,
3635,ENSG00000265600,
3636,ENSG00000221247,
3637,ENSG00000202317,
3638,ENSG00000273879,
3639,ENSG00000264571,
3640,ENSG00000201392,
3641,ENSG00000273924,
3642,ENSG00000274623,
3643,ENSG00000252974,
3644,ENSG00000201314,
3645,ENSG00000242281,
3646,ENSG00000265895,
3647,ENSG00000238959,
3648,ENSG00000186407,
3649,ENSG00000207653,
3650,ENSG00000205423,
3651,ENSG00000207778,
3652,ENSG00000265520,
3653,ENSG00000265330,
3654,ENSG00000240759,32748_at
3655,ENSG00000255129,
3656,ENSG00000200246,
3657,ENSG00000281628,
3658,ENSG00000266700,
3659,ENSG00000202345,
3660,ENSG00000216042,
3661,ENSG00000199798,
3662,ENSG00000281441,
3663,ENSG00000263642,
3664,ENSG00000275022,
3665,ENSG00000265029,
3666,ENSG00000281480,
3667,ENSG00000212597,
3668,ENSG00000222858,
3669,ENSG00000223003,
3670,ENSG00000202528,
3671,ENSG00000237759,
3672,ENSG00000198876,
3673,ENSG00000281789,
3674,ENSG00000262235,
3675,ENSG00000281312,
3676,ENSG00000201607,
3677,ENSG00000252167,
3678,ENSG00000251707,
3679,ENSG00000222363,
3680,ENSG00000207349,
3681,ENSG00000234021,
3682,ENSG00000222326,
3683,ENSG00000248105,
3684,ENSG00000221041,
3685,ENSG00000264202,
3686,ENSG00000253011,
3687,ENSG00000221038,
3688,ENSG00000277537,
3689,ENSG00000252156,
3690,ENSG00000114650,37656_at
3691,ENSG00000265850,
3692,ENSG00000252369,
3693,ENSG00000201015,
3694,ENSG00000263497,
3695,ENSG00000201900,
3696,ENSG00000201010,
3697,ENSG00000232777,
3698,ENSG00000212360,
3699,ENSG00000252219,
3700,ENSG00000274408,
3701,ENSG00000208025,
3702,ENSG00000200783,
3703,ENSG00000262456,
3704,ENSG00000277066,
3705,ENSG00000207451,
3706,ENSG00000275127,
3707,ENSG00000221795,
3708,ENSG00000200369,
3709,ENSG00000112335,
3710,ENSG00000230176,
3711,ENSG00000206760,
3712,ENSG00000239899,
3713,ENSG00000221192,
3714,ENSG00000206710,
3715,ENSG00000200062,
3716,ENSG00000265237,
3717,ENSG00000198959,
3718,ENSG00000242088,
3719,ENSG00000281599,
3720,ENSG00000222436,
3721,ENSG00000141458,
3722,ENSG00000275165,
3723,ENSG00000252026,
3724,ENSG00000264283,
3725,ENSG00000201516,
3726,ENSG00000266376,
3727,ENSG00000212586,
3728,ENSG00000244391,
3729,ENSG00000231787,
3730,ENSG00000173200,
3731,ENSG00000265315,
3732,ENSG00000263928,
3733,ENSG00000252664,
3734,ENSG00000221491,
3735,ENSG00000104687,
3736,ENSG00000206811,
3737,ENSG00000222705,
3738,ENSG00000273894,
3739,ENSG00000201315,
3740,ENSG00000252510,
3741,ENSG00000260540,
3742,ENSG00000263855,
3743,ENSG00000212145,
3744,ENSG00000271347,
3745,ENSG00000139200,
3746,ENSG00000200132,
3747,ENSG00000275123,
3748,ENSG00000276298,
3749,ENSG00000266493,
3750,ENSG00000252266,
3751,ENSG00000198987,
3752,ENSG00000278198,
3753,ENSG00000252648,
3754,ENSG00000212161,
3755,ENSG00000206641,
3756,ENSG00000252783,
3757,ENSG00000207260,
3758,ENSG00000257114,
3759,ENSG00000252947,
3760,ENSG00000266082,
3761,ENSG00000220982,
3762,ENSG00000230390,
3763,ENSG00000252767,
3764,ENSG00000243801,
3765,ENSG00000234345,
3766,ENSG00000266432,
3767,ENSG00000252598,
3768,ENSG00000222490,
3769,ENSG00000131482,36241_r_at
3770,ENSG00000252018,
3771,ENSG00000202502,
3772,ENSG00000281799,
3773,ENSG00000201744,
3774,ENSG00000201048,
3775,ENSG00000278449,
3776,ENSG00000200673,
3777,ENSG00000207736,
3778,ENSG00000221415,
3779,ENSG00000277002,
3780,ENSG00000200733,
3781,ENSG00000207009,
3782,ENSG00000278360,
3783,ENSG00000264317,
3784,ENSG00000200326,
3785,ENSG00000273968,
3786,ENSG00000277512,
3787,ENSG00000201329,
3788,ENSG00000221227,
3789,ENSG00000258244,
3790,ENSG00000202275,
3791,ENSG00000281588,
3792,ENSG00000238941,
3793,ENSG00000266627,
3794,ENSG00000243700,
3795,ENSG00000275749,
3796,ENSG00000282469,
3797,ENSG00000199295,
3798,ENSG00000281615,
3799,ENSG00000234638,
3800,ENSG00000199197,
3801,ENSG00000252857,
3802,ENSG00000264362,
3803,ENSG00000281651,
3804,ENSG00000252174,
3805,ENSG00000201699,
3806,ENSG00000263892,
3807,ENSG00000199788,
3808,ENSG00000273596,
3809,ENSG00000253017,
3810,ENSG00000201102,
3811,ENSG00000273061,
3812,ENSG00000207933,
3813,ENSG00000276865,
3814,ENSG00000278316,
3815,ENSG00000199394,
3816,ENSG00000276211,
3817,ENSG00000199566,
3818,ENSG00000207924,
3819,ENSG00000267557,
3820,ENSG00000272445,
3821,ENSG00000229607,
3822,ENSG00000278774,36398_at
3823,ENSG00000207928,
3824,ENSG00000212154,
3825,ENSG00000280702,
3826,ENSG00000265089,
3827,ENSG00000276757,
3828,ENSG00000280151,
3829,ENSG00000266146,
3830,ENSG00000275217,
3831,ENSG00000275561,
3832,ENSG00000173531,1047_s_at
3833,ENSG00000280118,
3834,ENSG00000278547,
3835,ENSG00000135932,
3836,ENSG00000208006,
3837,ENSG00000263840,
3838,ENSG00000252013,
3839,ENSG00000265395,
3840,ENSG00000183308,
3841,ENSG00000275044,
3842,ENSG00000273817,
3843,ENSG00000273658,
3844,ENSG00000200146,
3845,ENSG00000224587,
3846,ENSG00000243011,
3847,ENSG00000200259,35119_at
3848,ENSG00000275412,
3849,ENSG00000277136,
3850,ENSG00000281143,
3851,ENSG00000276769,36586_at
3852,ENSG00000199404,
3853,ENSG00000258254,
3854,ENSG00000212219,
3855,ENSG00000277960,
3856,ENSG00000266597,
3857,ENSG00000274545,
3858,ENSG00000282650,
3859,ENSG00000252126,
3860,ENSG00000280662,
3861,ENSG00000203784,
3862,ENSG00000264358,
3863,ENSG00000252444,
3864,ENSG00000201431,
3865,ENSG00000222533,
3866,ENSG00000240606,
3867,ENSG00000239022,
3868,ENSG00000199422,
3869,ENSG00000207180,
3870,ENSG00000212466,
3871,ENSG00000252963,
3872,ENSG00000207370,
3873,ENSG00000278818,
3874,ENSG00000221726,
3875,ENSG00000281420,
3876,ENSG00000281807,
3877,ENSG00000201708,
3878,ENSG00000201704,
3879,ENSG00000184905,
3880,ENSG00000229686,
3881,ENSG00000207461,
3882,ENSG00000212497,
3883,ENSG00000278791,
3884,ENSG00000252620,
3885,ENSG00000211568,
3886,ENSG00000255995,
3887,ENSG00000278349,
3888,ENSG00000242170,
3889,ENSG00000264349,
3890,ENSG00000251983,
3891,ENSG00000236658,
3892,ENSG00000238764,
3893,ENSG00000264489,
3894,ENSG00000275093,
3895,ENSG00000207784,
3896,ENSG00000273980,
3897,ENSG00000265076,
3898,ENSG00000274708,
3899,ENSG00000201524,
3900,ENSG00000252169,
3901,ENSG00000207862,
3902,ENSG00000279229,
3903,ENSG00000206729,
3904,ENSG00000238604,
3905,ENSG00000260344,
3906,ENSG00000280298,
3907,ENSG00000266515,
3908,ENSG00000201121,
3909,ENSG00000265873,
3910,ENSG00000222418,
3911,ENSG00000273882,
3912,ENSG00000200446,
3913,ENSG00000276932,
3914,ENSG00000225695,40211_at
3915,ENSG00000225695,31463_s_at
3916,ENSG00000223111,
3917,ENSG00000276376,
3918,ENSG00000238542,
3919,ENSG00000202174,
3920,ENSG00000199959,
3921,ENSG00000199012,
3922,ENSG00000275509,
3923,ENSG00000276990,
3924,ENSG00000222397,
3925,ENSG00000201643,
3926,ENSG00000257215,
3927,ENSG00000275996,
3928,ENSG00000221059,
3929,ENSG00000222923,
3930,ENSG00000207367,
3931,ENSG00000278334,
3932,ENSG00000265116,
3933,ENSG00000242398,
3934,ENSG00000212450,
3935,ENSG00000202249,
3936,ENSG00000239120,
3937,ENSG00000274337,
3938,ENSG00000253054,
3939,ENSG00000199767,
3940,ENSG00000230016,
3941,ENSG00000221403,
3942,ENSG00000266029,
3943,ENSG00000240294,
3944,ENSG00000207138,
3945,ENSG00000222644,
3946,ENSG00000201223,
3947,ENSG00000252069,
3948,ENSG00000207863,
3949,ENSG00000200189,
3950,ENSG00000281631,
3951,ENSG00000281014,
3952,ENSG00000277469,
3953,ENSG00000272412,
3954,ENSG00000222864,
3955,ENSG00000278724,
3956,ENSG00000276367,
3957,ENSG00000282069,
3958,ENSG00000276654,
3959,ENSG00000199075,
3960,ENSG00000265200,
3961,ENSG00000264539,
3962,ENSG00000265138,
3963,ENSG00000240322,
3964,ENSG00000265059,
3965,ENSG00000281257,
3966,ENSG00000221537,
3967,ENSG00000278844,
3968,ENSG00000200113,
3969,ENSG00000199471,
3970,ENSG00000238778,
3971,ENSG00000138615,34985_at
3972,ENSG00000278521,
3973,ENSG00000272188,
3974,ENSG00000273832,
3975,ENSG00000280141,
3976,ENSG00000103264,
3977,ENSG00000265294,
3978,ENSG00000254825,
3979,ENSG00000221616,
3980,ENSG00000265052,
3981,ENSG00000275439,
3982,ENSG00000199719,
3983,ENSG00000222205,
3984,ENSG00000251913,
3985,ENSG00000073008,32699_s_at
3986,ENSG00000073008,32698_at
3987,ENSG00000202513,
3988,ENSG00000223162,
3989,ENSG00000221562,
3990,ENSG00000200906,
3991,ENSG00000277183,
3992,ENSG00000278098,
3993,ENSG00000251988,
3994,ENSG00000230750,
3995,ENSG00000265682,
3996,ENSG00000275259,
3997,ENSG00000274626,
3998,ENSG00000239137,
3999,ENSG00000264913,
4000,ENSG00000251939,
4001,ENSG00000277966,
4002,ENSG00000278523,
4003,ENSG00000202566,
4004,ENSG00000252550,
4005,ENSG00000276823,
4006,ENSG00000221725,
4007,ENSG00000201922,
4008,ENSG00000275449,
4009,ENSG00000281359,
4010,ENSG00000277689,
4011,ENSG00000263526,
4012,ENSG00000274633,
4013,ENSG00000276443,
4014,ENSG00000201847,
4015,ENSG00000281222,
4016,ENSG00000216166,
4017,ENSG00000275915,
4018,ENSG00000206923,
4019,ENSG00000242863,
4020,ENSG00000277207,
4021,ENSG00000238405,
4022,ENSG00000275446,
4023,ENSG00000112276,
4024,ENSG00000281682,
4025,ENSG00000248137,
4026,ENSG00000207165,
4027,ENSG00000279576,
4028,ENSG00000223001,
4029,ENSG00000212240,
4030,ENSG00000251880,
4031,ENSG00000200508,
4032,ENSG00000275504,
4033,ENSG00000199231,
4034,ENSG00000276200,
4035,ENSG00000252794,
4036,ENSG00000212601,
4037,ENSG00000174748,
4038,ENSG00000265776,
4039,ENSG00000266262,
4040,ENSG00000212607,
4041,ENSG00000206680,
4042,ENSG00000201164,
4043,ENSG00000273084,
4044,ENSG00000277120,
4045,ENSG00000278265,
4046,ENSG00000223294,
4047,ENSG00000263734,
4048,ENSG00000252426,
4049,ENSG00000242493,
4050,ENSG00000277021,
4051,ENSG00000221555,
4052,ENSG00000265736,
4053,ENSG00000252650,
4054,ENSG00000252470,
4055,ENSG00000275058,
4056,ENSG00000274547,
4057,ENSG00000251791,
4058,ENSG00000207072,
4059,ENSG00000200215,
4060,ENSG00000241789,
4061,ENSG00000204991,
4062,ENSG00000280816,
4063,ENSG00000201151,
4064,ENSG00000212442,
4065,ENSG00000273677,1683_at
4066,ENSG00000273895,
4067,ENSG00000222724,
4068,ENSG00000277824,
4069,ENSG00000265893,
4070,ENSG00000273945,
4071,ENSG00000199200,
4072,ENSG00000223336,
4073,ENSG00000278672,
4074,ENSG00000201894,
4075,ENSG00000207137,
4076,ENSG00000207148,
4077,ENSG00000237308,
4078,ENSG00000200301,
4079,ENSG00000265902,
4080,ENSG00000275270,
4081,ENSG00000281079,
4082,ENSG00000224784,
4083,ENSG00000122121,
4084,ENSG00000277784,
4085,ENSG00000221357,
4086,ENSG00000212221,
4087,ENSG00000201747,
4088,ENSG00000200305,
4089,ENSG00000222976,
4090,ENSG00000199979,
4091,ENSG00000265838,
4092,ENSG00000273782,
4093,ENSG00000278425,
4094,ENSG00000200600,
4095,ENSG00000252086,
4096,ENSG00000221382,
4097,ENSG00000200560,
4098,ENSG00000274519,
4099,ENSG00000207627,
4100,ENSG00000240936,
4101,ENSG00000200168,
4102,ENSG00000276784,
4103,ENSG00000252944,
4104,ENSG00000275391,
4105,ENSG00000251996,
4106,ENSG00000200089,
4107,ENSG00000281812,
4108,ENSG00000201638,
4109,ENSG00000273614,
4110,ENSG00000200554,
4111,ENSG00000234798,
4112,ENSG00000274621,
4113,ENSG00000187658,
4114,ENSG00000275072,
4115,ENSG00000279588,
4116,ENSG00000238844,
4117,ENSG00000240927,
4118,ENSG00000207132,
4119,ENSG00000273868,
4120,ENSG00000271886,
4121,ENSG00000278141,
4122,ENSG00000264417,
4123,ENSG00000200376,
4124,ENSG00000273748,
4125,ENSG00000266919,
4126,ENSG00000277394,
4127,ENSG00000275424,
4128,ENSG00000276554,
4129,ENSG00000264097,
4130,ENSG00000266108,
4131,ENSG00000277158,35615_at
4132,ENSG00000243847,
4133,ENSG00000252097,
4134,ENSG00000212379,
4135,ENSG00000265663,
4136,ENSG00000278038,
4137,ENSG00000263750,
4138,ENSG00000277860,
4139,ENSG00000238392,
4140,ENSG00000240750,
4141,ENSG00000277293,
4142,ENSG00000266263,
4143,ENSG00000207220,
4144,ENSG00000278789,
4145,ENSG00000199492,
4146,ENSG00000277478,
4147,ENSG00000170903,
4148,ENSG00000207820,
4149,ENSG00000207249,
4150,ENSG00000202297,
4151,ENSG00000274883,
4152,ENSG00000233230,
4153,ENSG00000277941,
4154,ENSG00000206796,
4155,ENSG00000181472,
4156,ENSG00000200526,
4157,ENSG00000278696,
4158,ENSG00000201444,
4159,ENSG00000207440,
4160,ENSG00000274967,
4161,ENSG00000252931,
4162,ENSG00000251842,
4163,ENSG00000265647,
4164,ENSG00000208004,
4165,ENSG00000222585,
4166,ENSG00000207287,
4167,ENSG00000266457,
4168,ENSG00000277074,
4169,ENSG00000276333,
4170,ENSG00000263537,
4171,ENSG00000202360,
4172,ENSG00000207548,
4173,ENSG00000278732,
4174,ENSG00000265322,
4175,ENSG00000265084,
4176,ENSG00000264211,
4177,ENSG00000276383,
4178,ENSG00000223327,
4179,ENSG00000274072,
4180,ENSG00000277196,34110_g_at
4181,ENSG00000277196,40042_r_at
4182,ENSG00000222942,
4183,ENSG00000208018,
4184,ENSG00000265272,
4185,ENSG00000274086,
4186,ENSG00000199892,
4187,ENSG00000281158,
4188,ENSG00000222503,
4189,ENSG00000240374,
4190,ENSG00000201674,
4191,ENSG00000253019,
4192,ENSG00000252860,
4193,ENSG00000221644,
4194,ENSG00000266825,
4195,ENSG00000281568,
4196,ENSG00000202233,
4197,ENSG00000199318,
4198,ENSG00000202356,
4199,ENSG00000201545,
4200,ENSG00000222736,
4201,ENSG00000230755,
4202,ENSG00000206812,
4203,ENSG00000199135,
4204,ENSG00000201758,
4205,ENSG00000244326,
4206,ENSG00000221536,
4207,ENSG00000221417,
4208,ENSG00000273754,
4209,ENSG00000265416,
4210,ENSG00000275745,
4211,ENSG00000206596,
4212,ENSG00000276389,
4213,ENSG00000281023,
4214,ENSG00000278420,
4215,ENSG00000265655,
4216,ENSG00000276919,
4217,ENSG00000264099,
4218,ENSG00000221466,
4219,ENSG00000221312,
4220,ENSG00000206697,
4221,ENSG00000252484,
4222,ENSG00000225870,
4223,ENSG00000221633,
4224,ENSG00000275184,
4225,ENSG00000238344,
4226,ENSG00000272393,
4227,ENSG00000212493,
4228,ENSG00000263596,
4229,ENSG00000263598,
4230,ENSG00000276767,
4231,ENSG00000275640,
4232,ENSG00000265795,
4233,ENSG00000281368,
4234,ENSG00000207146,
4235,ENSG00000264844,
4236,ENSG00000173171,40890_at
4237,ENSG00000279824,
4238,ENSG00000222068,
4239,ENSG00000244642,
4240,ENSG00000252704,
4241,ENSG00000221376,
4242,ENSG00000275298,
4243,ENSG00000215996,
4244,ENSG00000279813,
4245,ENSG00000264386,
4246,ENSG00000222076,
4247,ENSG00000207318,
4248,ENSG00000281112,
4249,ENSG00000250490,
4250,ENSG00000277989,
4251,ENSG00000277584,
4252,ENSG00000212157,
4253,ENSG00000207310,
4254,ENSG00000242998,
4255,ENSG00000275971,
4256,ENSG00000216035,
4257,ENSG00000199773,
4258,ENSG00000238735,
4259,ENSG00000222499,
4260,ENSG00000238971,
4261,ENSG00000206249,
4262,ENSG00000201221,
4263,ENSG00000276326,
4264,ENSG00000266255,
4265,ENSG00000197915,
4266,ENSG00000281412,
4267,ENSG00000274619,
4268,ENSG00000276162,
4269,ENSG00000266349,
4270,ENSG00000254554,
4271,ENSG00000252515,
4272,ENSG00000200873,
4273,ENSG00000275809,
4274,ENSG00000222529,
4275,ENSG00000266841,
4276,ENSG00000267857,
4277,ENSG00000221416,
4278,ENSG00000112273,
4279,ENSG00000206864,
4280,ENSG00000252722,
4281,ENSG00000274062,36398_at
4282,ENSG00000201098,
4283,ENSG00000265846,
4284,ENSG00000282533,
4285,ENSG00000265049,
4286,ENSG00000252108,
4287,ENSG00000212389,
4288,ENSG00000222057,
4289,ENSG00000252150,
4290,ENSG00000201502,
4291,ENSG00000200101,
4292,ENSG00000207058,
4293,ENSG00000207764,
4294,ENSG00000242318,
4295,ENSG00000114656,
4296,ENSG00000244399,
4297,ENSG00000264935,
4298,ENSG00000281217,
4299,ENSG00000277521,
4300,ENSG00000273966,
4301,ENSG00000122861,
4302,ENSG00000207830,
4303,ENSG00000248671,
4304,ENSG00000201047,
4305,ENSG00000278658,
4306,ENSG00000252779,
4307,ENSG00000265250,
4308,ENSG00000238795,37364_at
4309,ENSG00000212409,
4310,ENSG00000253303,
4311,ENSG00000222658,
4312,ENSG00000243059,
4313,ENSG00000086717,
4314,ENSG00000281636,
4315,ENSG00000280903,
4316,ENSG00000222266,
4317,ENSG00000201881,
4318,ENSG00000277338,
4319,ENSG00000221437,
4320,ENSG00000274794,
4321,ENSG00000221120,
4322,ENSG00000207168,
4323,ENSG00000253027,
4324,ENSG00000280835,
4325,ENSG00000249985,
4326,ENSG00000222375,
4327,ENSG00000274264,
4328,ENSG00000265947,
4329,ENSG00000207434,
4330,ENSG00000199846,
4331,ENSG00000221594,
4332,ENSG00000221489,
4333,ENSG00000276263,
4334,ENSG00000238823,
4335,ENSG00000200756,
4336,ENSG00000252976,
4337,ENSG00000222055,
4338,ENSG00000174937,
4339,ENSG00000260060,
4340,ENSG00000145041,38873_at
4341,ENSG00000207433,
4342,ENSG00000238964,
4343,ENSG00000263421,
4344,ENSG00000201097,
4345,ENSG00000206954,
4346,ENSG00000239316,
4347,ENSG00000206792,
4348,ENSG00000264008,
4349,ENSG00000206910,
4350,ENSG00000148153,
4351,ENSG00000251977,
4352,ENSG00000281523,
4353,ENSG00000265638,
4354,ENSG00000252105,
4355,ENSG00000276612,31927_s_at
4356,ENSG00000276612,41749_at
4357,ENSG00000274464,
4358,ENSG00000265885,
4359,ENSG00000207309,
4360,ENSG00000233146,
4361,ENSG00000226625,
4362,ENSG00000280699,
4363,ENSG00000281443,
4364,ENSG00000251724,
4365,ENSG00000280588,
4366,ENSG00000280544,
4367,ENSG00000281776,
4368,ENSG00000280879,
4369,ENSG00000200521,
4370,ENSG00000207190,
4371,ENSG00000277904,
4372,ENSG00000133315,
4373,ENSG00000084731,33345_at
4374,ENSG00000222749,
4375,ENSG00000199286,
4376,ENSG00000274558,
4377,ENSG00000182053,
4378,ENSG00000207622,
4379,ENSG00000276732,
4380,ENSG00000274880,
4381,ENSG00000264465,
4382,ENSG00000277178,
4383,ENSG00000274140,
4384,ENSG00000212498,
4385,ENSG00000265278,
4386,ENSG00000277962,
4387,ENSG00000256779,
4388,ENSG00000275309,
4389,ENSG00000222232,
4390,ENSG00000200391,
4391,ENSG00000252289,
4392,ENSG00000263782,
4393,ENSG00000274393,
4394,ENSG00000278082,
4395,ENSG00000264542,
4396,ENSG00000278643,
4397,ENSG00000239102,
4398,ENSG00000278333,
4399,ENSG00000221563,
4400,ENSG00000276871,
4401,ENSG00000264133,
4402,ENSG00000276242,
4403,ENSG00000274770,
4404,ENSG00000252451,
4405,ENSG00000251813,
4406,ENSG00000257012,
4407,ENSG00000221750,
4408,ENSG00000276014,
4409,ENSG00000265042,
4410,ENSG00000280573,
4411,ENSG00000207067,
4412,ENSG00000272036,
4413,ENSG00000266384,
4414,ENSG00000278587,
4415,ENSG00000281768,
4416,ENSG00000252798,
4417,ENSG00000201687,
4418,ENSG00000275889,
4419,ENSG00000201786,
4420,ENSG00000238961,
4421,ENSG00000206279,
4422,ENSG00000276830,
4423,ENSG00000278347,
4424,ENSG00000252037,
4425,ENSG00000277884,
4426,ENSG00000255855,
4427,ENSG00000274564,
4428,ENSG00000265505,
4429,ENSG00000265793,
4430,ENSG00000222161,
4431,ENSG00000276796,
4432,ENSG00000244534,
4433,ENSG00000274704,
4434,ENSG00000275836,
4435,ENSG00000282552,
4436,ENSG00000252242,
4437,ENSG00000264823,
4438,ENSG00000221321,
4439,ENSG00000279937,
4440,ENSG00000277984,
4441,ENSG00000263738,
4442,ENSG00000201179,
4443,ENSG00000222937,
4444,ENSG00000252302,
4445,ENSG00000274500,
4446,ENSG00000280403,
4447,ENSG00000223044,
4448,ENSG00000207836,
4449,ENSG00000275840,
4450,ENSG00000200792,
4451,ENSG00000199780,
4452,ENSG00000211997,
4453,ENSG00000264484,
4454,ENSG00000278151,
4455,ENSG00000207331,
4456,ENSG00000281602,
4457,ENSG00000199095,
4458,ENSG00000266077,34160_at
4459,ENSG00000198535,
4460,ENSG00000278176,
4461,ENSG00000263651,
4462,ENSG00000265816,
4463,ENSG00000279519,31736_at
4464,ENSG00000252100,
4465,ENSG00000242971,
4466,ENSG00000252725,
4467,ENSG00000222594,
4468,ENSG00000221043,
4469,ENSG00000265429,
4470,ENSG00000207864,
4471,ENSG00000221593,
4472,ENSG00000264511,
4473,ENSG00000221148,
4474,ENSG00000207298,
4475,ENSG00000280886,
4476,ENSG00000222084,
4477,ENSG00000275671,
4478,ENSG00000277735,
4479,ENSG00000274171,
4480,ENSG00000207726,
4481,ENSG00000267504,
4482,ENSG00000265388,
4483,ENSG00000266808,
4484,ENSG00000206961,
4485,ENSG00000207758,
4486,ENSG00000280718,
4487,ENSG00000202184,
4488,ENSG00000271899,
4489,ENSG00000223767,
4490,ENSG00000074356,
4491,ENSG00000196954,
4492,ENSG00000252244,
4493,ENSG00000276296,
4494,ENSG00000212336,
4495,ENSG00000276643,
4496,ENSG00000276489,
4497,ENSG00000275006,
4498,ENSG00000257865,
4499,ENSG00000252420,
4500,ENSG00000202374,
4501,ENSG00000200087,
4502,ENSG00000278460,
4503,ENSG00000266186,
4504,ENSG00000280684,
4505,ENSG00000280599,
4506,ENSG00000206661,
4507,ENSG00000221301,
4508,ENSG00000200818,
4509,ENSG00000281458,
4510,ENSG00000222094,
4511,ENSG00000278027,
4512,ENSG00000244280,
4513,ENSG00000278296,
4514,ENSG00000265423,
4515,ENSG00000092758,
4516,ENSG00000206974,
4517,ENSG00000275872,
4518,ENSG00000280730,
4519,ENSG00000206774,
4520,ENSG00000277951,
4521,ENSG00000199605,
4522,ENSG00000201312,
4523,ENSG00000084731,
4524,ENSG00000264698,
4525,ENSG00000278748,
4526,ENSG00000265347,
4527,ENSG00000207931,
4528,ENSG00000207203,
4529,ENSG00000253798,
4530,ENSG00000271852,
4531,ENSG00000264429,
4532,ENSG00000200624,
4533,ENSG00000265156,
4534,ENSG00000222486,
4535,ENSG00000201363,
4536,ENSG00000201861,
4537,ENSG00000238759,
4538,ENSG00000266435,
4539,ENSG00000241807,
4540,ENSG00000276818,
4541,ENSG00000278290,
4542,ENSG00000279232,
4543,ENSG00000274557,
4544,ENSG00000241709,
4545,ENSG00000221564,
4546,ENSG00000221189,
4547,ENSG00000199622,
4548,ENSG00000251789,
4549,ENSG00000221216,
4550,ENSG00000274059,
4551,ENSG00000272953,
4552,ENSG00000267363,
4553,ENSG00000252437,
4554,ENSG00000277636,
