Ensembl Gene ID	Ensembl Transcript ID	Affy HG U95AV2 probeset
ENSG00000274463	ENST00000618540	
ENSG00000110768	ENST00000524753	
ENSG00000264526	ENST00000579259	
ENSG00000283027	ENST00000222125	
ENSG00000116198	ENST00000494951	
ENSG00000276792	ENST00000385052	
ENSG00000137312	ENST00000445853	
ENSG00000275992	ENST00000488659	
ENSG00000196867	ENST00000591844	
ENSG00000178982	ENST00000586513	
ENSG00000275082	ENST00000611642	
ENSG00000266864	ENST00000582810	
ENSG00000277502	ENST00000617802	
ENSG00000115875	ENST00000313117	32165_at
ENSG00000007392	ENST00000495349	
ENSG00000084110	ENST00000549376	
ENSG00000131467	ENST00000592578	
ENSG00000265180	ENST00000577799	
ENSG00000202008	ENST00000365138	
ENSG00000199102	ENST00000362232	
ENSG00000133243	ENST00000592082	35155_at
ENSG00000277461	ENST00000613754	
ENSG00000211544	ENST00000390210	
ENSG00000168787	ENST00000383555	
ENSG00000238952	ENST00000458882	
ENSG00000278413	ENST00000617467	
ENSG00000274905	ENST00000612712	
ENSG00000266041	ENST00000578459	
ENSG00000266689	ENST00000581688	
ENSG00000238845	ENST00000459006	
ENSG00000178982	ENST00000591409	31492_at
ENSG00000264862	ENST00000578050	
ENSG00000206714	ENST00000383987	
ENSG00000110768	ENST00000607664	
ENSG00000276185	ENST00000611226	
ENSG00000205143	ENST00000378909	
ENSG00000200555	ENST00000363685	
ENSG00000084110	ENST00000546579	
ENSG00000187607	ENST00000580259	
ENSG00000206847	ENST00000384120	
ENSG00000197748	ENST00000357060	
ENSG00000196867	ENST00000594386	
ENSG00000116198	ENST00000378223	
ENSG00000282889	ENST00000539125	
ENSG00000266570	ENST00000580400	
ENSG00000260563	ENST00000566986	
ENSG00000186038	ENST00000335304	
ENSG00000207804	ENST00000385069	
ENSG00000281369	ENST00000579042	
ENSG00000272034	ENST00000606526	
ENSG00000207191	ENST00000384462	
ENSG00000208013	ENST00000385278	
ENSG00000274288	ENST00000622797	
ENSG00000099260	ENST00000615664	
ENSG00000200701	ENST00000363831	
ENSG00000133243	ENST00000587825	35155_at
ENSG00000223012	ENST00000411080	
ENSG00000137312	ENST00000484168	
ENSG00000278793	ENST00000616468	
ENSG00000241243	ENST00000489622	
ENSG00000207587	ENST00000384855	
ENSG00000222682	ENST00000410750	
ENSG00000196867	ENST00000589836	
ENSG00000278232	ENST00000613260	
ENSG00000274003	ENST00000622582	
ENSG00000264955	ENST00000580051	
ENSG00000238965	ENST00000459480	
ENSG00000199030	ENST00000362160	
ENSG00000274637	ENST00000622492	
ENSG00000278232	ENST00000614143	
ENSG00000207117	ENST00000384389	
ENSG00000216069	ENST00000401250	
ENSG00000278232	ENST00000618382	
ENSG00000206843	ENST00000384116	
ENSG00000279339	ENST00000625199	
ENSG00000133243	ENST00000611545	
ENSG00000266090	ENST00000583099	
ENSG00000274932	ENST00000614393	
ENSG00000201498	ENST00000364628	
ENSG00000278232	ENST00000615345	
ENSG00000277471	ENST00000620548	
ENSG00000110768	ENST00000530496	38782_at
ENSG00000280755	ENST00000540870	35718_at
ENSG00000137312	ENST00000416018	
ENSG00000206687	ENST00000383960	
ENSG00000277817	ENST00000619620	
ENSG00000207753	ENST00000385020	
ENSG00000238819	ENST00000459482	
ENSG00000276716	ENST00000613351	
ENSG00000078018	ENST00000199940	183_at
ENSG00000078018	ENST00000199940	1972_s_at
ENSG00000078018	ENST00000199940	220_r_at
ENSG00000078018	ENST00000199940	219_i_at
ENSG00000186038	ENST00000431041	
ENSG00000199771	ENST00000362901	
ENSG00000264968	ENST00000578802	
ENSG00000281151	ENST00000630933	
ENSG00000276719	ENST00000620036	
ENSG00000198556	ENST00000331410	
ENSG00000266747	ENST00000577206	
ENSG00000275227	ENST00000616344	
ENSG00000273548	ENST00000620620	
ENSG00000155858	ENST00000286307	
ENSG00000196867	ENST00000588163	
ENSG00000007392	ENST00000418978	
ENSG00000222640	ENST00000410708	
ENSG00000263700	ENST00000577884	
ENSG00000221326	ENST00000408399	
ENSG00000238323	ENST00000459100	
ENSG00000264968	ENST00000578478	
ENSG00000264582	ENST00000477493	
ENSG00000201882	ENST00000365012	
ENSG00000252119	ENST00000516310	
ENSG00000199352	ENST00000362482	
ENSG00000133243	ENST00000587225	
ENSG00000278469	ENST00000620330	
ENSG00000282960	ENST00000535193	
ENSG00000206841	ENST00000384114	
ENSG00000201413	ENST00000364543	
ENSG00000266499	ENST00000579867	
ENSG00000267491	ENST00000591108	
ENSG00000178982	ENST00000592558	31492_at
ENSG00000137312	ENST00000454845	
ENSG00000238410	ENST00000459339	
ENSG00000170266	ENST00000307363	37742_at
ENSG00000199994	ENST00000363124	
ENSG00000174903	ENST00000615245	
ENSG00000204481	ENST00000334600	35069_at
ENSG00000207873	ENST00000385138	
ENSG00000078018	ENST00000392193	
ENSG00000221576	ENST00000408649	
ENSG00000266716	ENST00000584417	
ENSG00000248571	ENST00000515789	
ENSG00000275577	ENST00000612105	
ENSG00000280566	ENST00000631284	
ENSG00000207056	ENST00000384328	
ENSG00000110768	ENST00000526630	
ENSG00000114405	ENST00000462069	
ENSG00000279489	ENST00000623595	
ENSG00000281452	ENST00000630069	
ENSG00000277094	ENST00000612518	
ENSG00000131467	ENST00000441946	39796_at
ENSG00000186038	ENST00000436361	
ENSG00000221048	ENST00000408121	
ENSG00000275577	ENST00000613042	
ENSG00000264968	ENST00000582263	
ENSG00000252332	ENST00000516523	
ENSG00000275240	ENST00000615097	
ENSG00000282955	ENST00000425121	
ENSG00000211526	ENST00000390192	
ENSG00000081377	ENST00000474602	
ENSG00000251809	ENST00000516000	
ENSG00000265212	ENST00000577980	
ENSG00000273597	ENST00000621125	
ENSG00000273613	ENST00000615860	
ENSG00000104763	ENST00000262097	36938_at
ENSG00000104763	ENST00000262097	461_at
ENSG00000264833	ENST00000582256	
ENSG00000178982	ENST00000588299	
ENSG00000200597	ENST00000363727	
ENSG00000007392	ENST00000430864	
ENSG00000206755	ENST00000384028	
ENSG00000269968	ENST00000602946	39482_at
ENSG00000269968	ENST00000602946	AFFX-HUMGAPDH/M33197_M_st
ENSG00000269968	ENST00000602946	AFFX-HUMGAPDH/M33197_3_st
ENSG00000137312	ENST00000484693	
ENSG00000238561	ENST00000459249	
ENSG00000186038	ENST00000440596	
ENSG00000110768	ENST00000528427	
ENSG00000207217	ENST00000384488	
ENSG00000276745	ENST00000614718	
ENSG00000279037	ENST00000623203	
ENSG00000207278	ENST00000384548	
ENSG00000252466	ENST00000516657	
ENSG00000211958	ENST00000390618	
ENSG00000266396	ENST00000582824	
ENSG00000235371	ENST00000446607	
ENSG00000275577	ENST00000619907	
ENSG00000276588	ENST00000583519	
ENSG00000207460	ENST00000384729	
ENSG00000212608	ENST00000391306	
ENSG00000278766	ENST00000619740	
ENSG00000281666	ENST00000627267	
ENSG00000110768	ENST00000526282	
ENSG00000131467	ENST00000591152	
ENSG00000131899	ENST00000316843	33200_at
ENSG00000131899	ENST00000316843	804_s_at
ENSG00000282896	ENST00000611108	
ENSG00000275324	ENST00000621451	
ENSG00000278766	ENST00000628348	
ENSG00000265493	ENST00000585179	
ENSG00000281138	ENST00000627819	
ENSG00000252479	ENST00000516670	
ENSG00000075073	ENST00000373307	35404_at
ENSG00000243260	ENST00000497468	
ENSG00000206911	ENST00000384184	
ENSG00000133243	ENST00000589200	
ENSG00000281689	ENST00000626743	
ENSG00000278766	ENST00000618807	
ENSG00000265754	ENST00000578065	
ENSG00000231310	ENST00000617758	
ENSG00000274433	ENST00000618508	
ENSG00000007392	ENST00000443357	
ENSG00000221520	ENST00000408593	
ENSG00000279723	ENST00000623829	31921_at
ENSG00000279723	ENST00000623829	31425_g_at
ENSG00000131467	ENST00000589469	
ENSG00000274946	ENST00000613911	
ENSG00000207491	ENST00000384760	
ENSG00000200403	ENST00000363533	32510_at
ENSG00000201095	ENST00000364225	
ENSG00000263527	ENST00000583168	
ENSG00000212229	ENST00000390927	
ENSG00000212327	ENST00000391025	
ENSG00000212345	ENST00000391043	
ENSG00000222834	ENST00000410902	
ENSG00000231310	ENST00000454723	
ENSG00000221623	ENST00000408696	
ENSG00000270381	ENST00000605137	
ENSG00000198556	ENST00000483089	
ENSG00000221723	ENST00000408796	
ENSG00000274795	ENST00000611184	
ENSG00000007392	ENST00000494366	
ENSG00000244264	ENST00000491551	
ENSG00000280112	ENST00000623676	
ENSG00000278715	ENST00000384529	
ENSG00000265450	ENST00000580432	
ENSG00000252821	ENST00000517012	
ENSG00000233219	ENST00000440074	
ENSG00000228675	ENST00000448898	
ENSG00000114405	ENST00000486169	
ENSG00000202103	ENST00000365233	
ENSG00000265695	ENST00000581130	34647_at
ENSG00000251785	ENST00000515976	
ENSG00000270384	ENST00000580816	
ENSG00000201826	ENST00000364956	
ENSG00000238609	ENST00000459576	
ENSG00000252291	ENST00000516482	
ENSG00000133243	ENST00000590646	
ENSG00000279362	ENST00000624382	
ENSG00000081377	ENST00000412285	40920_at
ENSG00000198556	ENST00000481472	
ENSG00000278140	ENST00000618624	
ENSG00000265098	ENST00000578635	
ENSG00000264229	ENST00000580972	
ENSG00000178982	ENST00000590134	
ENSG00000251711	ENST00000515902	
ENSG00000222072	ENST00000410140	
ENSG00000201297	ENST00000364427	
ENSG00000275577	ENST00000617097	
ENSG00000264881	ENST00000577266	
ENSG00000278401	ENST00000615157	
ENSG00000122718	ENST00000625188	
ENSG00000177646	ENST00000505602	
ENSG00000230322	ENST00000417273	
ENSG00000007392	ENST00000469109	
ENSG00000273648	ENST00000620577	
ENSG00000275551	ENST00000617187	
ENSG00000222117	ENST00000410185	
ENSG00000133243	ENST00000587742	
ENSG00000278701	ENST00000618956	
ENSG00000198556	ENST00000448667	
ENSG00000207826	ENST00000385091	
ENSG00000275577	ENST00000621018	
ENSG00000275551	ENST00000611480	
ENSG00000276052	ENST00000611407	
ENSG00000131467	ENST00000591722	
ENSG00000276525	ENST00000614195	
ENSG00000125863	ENST00000347364	
ENSG00000207077	ENST00000384349	
ENSG00000278853	ENST00000615657	
ENSG00000274262	ENST00000621677	
ENSG00000275551	ENST00000615546	
ENSG00000133243	ENST00000588395	
ENSG00000278764	ENST00000622034	
ENSG00000227077	ENST00000442562	
ENSG00000207124	ENST00000384396	
ENSG00000282883	ENST00000439082	37399_at
ENSG00000213167	ENST00000392674	
ENSG00000165568	ENST00000474119	
ENSG00000178982	ENST00000614624	31492_at
ENSG00000170266	ENST00000399402	37742_at
ENSG00000222070	ENST00000410138	
ENSG00000232931	ENST00000412393	
ENSG00000207709	ENST00000384976	
ENSG00000200800	ENST00000363930	
ENSG00000007392	ENST00000428363	
ENSG00000084110	ENST00000541929	40735_at
ENSG00000199153	ENST00000362283	
ENSG00000277723	ENST00000614799	
ENSG00000241229	ENST00000464331	
ENSG00000200902	ENST00000364032	
ENSG00000114405	ENST00000232519	
ENSG00000274223	ENST00000616208	
ENSG00000274683	ENST00000618543	
ENSG00000276178	ENST00000364992	
ENSG00000198556	ENST00000488485	
ENSG00000243066	ENST00000477654	
ENSG00000282031	ENST00000632662	
ENSG00000165568	ENST00000463345	
ENSG00000253739	ENST00000521915	
ENSG00000274218	ENST00000619028	
ENSG00000239779	ENST00000466835	
ENSG00000200463	ENST00000363593	
ENSG00000202296	ENST00000365426	
ENSG00000200816	ENST00000363946	
ENSG00000131899	ENST00000479155	33200_at
ENSG00000131899	ENST00000479155	804_s_at
ENSG00000136883	ENST00000498016	
ENSG00000236971	ENST00000417139	
ENSG00000232931	ENST00000448494	39296_at
ENSG00000252270	ENST00000516461	
ENSG00000266188	ENST00000578844	
ENSG00000264822	ENST00000583939	
ENSG00000252560	ENST00000516751	
ENSG00000131467	ENST00000543428	
ENSG00000198556	ENST00000493485	
ENSG00000114405	ENST00000465142	
ENSG00000279257	ENST00000624159	
ENSG00000201415	ENST00000364545	
ENSG00000271811	ENST00000606154	
ENSG00000238621	ENST00000459170	
ENSG00000212391	ENST00000391089	
ENSG00000201596	ENST00000364726	
ENSG00000252957	ENST00000517148	
ENSG00000221198	ENST00000408271	
ENSG00000186522	ENST00000356688	38033_at
ENSG00000252320	ENST00000516511	
ENSG00000007392	ENST00000467552	
ENSG00000228027	ENST00000437825	
ENSG00000212516	ENST00000391214	
ENSG00000279115	ENST00000624491	
ENSG00000206804	ENST00000384077	
ENSG00000252874	ENST00000517065	
ENSG00000201452	ENST00000364582	
ENSG00000259423	ENST00000558255	
ENSG00000282540	ENST00000631569	
ENSG00000081377	ENST00000375241	40920_at
ENSG00000276764	ENST00000622625	
ENSG00000199580	ENST00000362710	
ENSG00000280888	ENST00000626851	
ENSG00000212395	ENST00000391093	
ENSG00000249428	ENST00000616117	
ENSG00000239779	ENST00000464774	
ENSG00000125863	ENST00000399054	
ENSG00000277985	ENST00000384423	
ENSG00000264483	ENST00000584300	
ENSG00000207940	ENST00000385205	
ENSG00000253842	ENST00000523554	
ENSG00000265336	ENST00000579346	
ENSG00000222791	ENST00000410859	
ENSG00000207153	ENST00000384424	
ENSG00000265720	ENST00000583318	
ENSG00000007392	ENST00000494545	
ENSG00000114405	ENST00000494481	
ENSG00000222720	ENST00000410788	
ENSG00000265159	ENST00000578877	
ENSG00000259423	ENST00000560259	
ENSG00000282913	ENST00000543936	
ENSG00000263795	ENST00000579544	
ENSG00000198556	ENST00000447047	
ENSG00000244328	ENST00000484385	
ENSG00000235337	ENST00000438633	
ENSG00000205106	ENST00000378779	
ENSG00000253842	ENST00000522947	
ENSG00000252846	ENST00000517037	
ENSG00000206980	ENST00000384253	
ENSG00000280727	ENST00000626358	318_at
ENSG00000278232	ENST00000611599	
ENSG00000280659	ENST00000630840	
ENSG00000259423	ENST00000560129	
ENSG00000281527	ENST00000626876	
ENSG00000207578	ENST00000384846	
ENSG00000171502	ENST00000370571	
ENSG00000282682	ENST00000634180	
ENSG00000240470	ENST00000491561	
ENSG00000114405	ENST00000491323	
ENSG00000206941	ENST00000384214	
ENSG00000258045	ENST00000553249	
ENSG00000007392	ENST00000629543	
ENSG00000251768	ENST00000515959	
ENSG00000206834	ENST00000384107	
ENSG00000114405	ENST00000542214	
ENSG00000200281	ENST00000363411	
ENSG00000239779	ENST00000470536	
ENSG00000165338	ENST00000298068	
ENSG00000277908	ENST00000612437	
ENSG00000274724	ENST00000614181	
ENSG00000230902	ENST00000424489	
ENSG00000272359	ENST00000607443	
ENSG00000275551	ENST00000617834	
ENSG00000211562	ENST00000390136	
ENSG00000125863	ENST00000609375	
ENSG00000281584	ENST00000629101	
ENSG00000279533	ENST00000624290	
ENSG00000198556	ENST00000379724	
ENSG00000221379	ENST00000408452	
ENSG00000199731	ENST00000362861	
ENSG00000222364	ENST00000410432	
ENSG00000201581	ENST00000364711	
ENSG00000252524	ENST00000516715	
ENSG00000236451	ENST00000414512	
ENSG00000199664	ENST00000362794	
ENSG00000186522	ENST00000397712	38033_at
ENSG00000200390	ENST00000363520	
ENSG00000201041	ENST00000364171	
ENSG00000104763	ENST00000381733	36938_at
ENSG00000104763	ENST00000381733	461_at
ENSG00000281389	ENST00000628908	
ENSG00000239779	ENST00000484744	
ENSG00000262477	ENST00000573479	
ENSG00000234745	ENST00000412585	37383_f_at
ENSG00000238551	ENST00000459461	
ENSG00000271924	ENST00000605921	
ENSG00000243770	ENST00000485221	
ENSG00000081377	ENST00000375240	40920_at
ENSG00000165338	ENST00000498446	
ENSG00000278671	ENST00000610669	
ENSG00000170266	ENST00000307377	37742_at
ENSG00000207178	ENST00000384449	
ENSG00000243437	ENST00000470869	
ENSG00000221316	ENST00000408389	
ENSG00000225293	ENST00000399687	
ENSG00000212546	ENST00000391244	
ENSG00000265379	ENST00000577851	
ENSG00000198556	ENST00000465438	
ENSG00000282540	ENST00000633839	
ENSG00000281151	ENST00000628732	
ENSG00000264103	ENST00000584260	
ENSG00000264471	ENST00000578629	
ENSG00000244218	ENST00000493781	
ENSG00000248493	ENST00000511152	
ENSG00000239779	ENST00000409737	
ENSG00000265324	ENST00000584735	
ENSG00000256004	ENST00000545370	
ENSG00000243957	ENST00000485429	
ENSG00000104763	ENST00000520781	36938_at
ENSG00000104763	ENST00000520781	461_at
ENSG00000223180	ENST00000411248	
ENSG00000231219	ENST00000431596	35069_at
ENSG00000280911	ENST00000384822	
ENSG00000249808	ENST00000505396	
ENSG00000088038	ENST00000618939	38310_at
ENSG00000206896	ENST00000384169	
ENSG00000199270	ENST00000362400	
ENSG00000198556	ENST00000468705	
ENSG00000251919	ENST00000516110	
ENSG00000239984	ENST00000463843	
ENSG00000273836	ENST00000612539	
ENSG00000078579	ENST00000180166	
ENSG00000242989	ENST00000482163	
ENSG00000281337	ENST00000625542	
ENSG00000275226	ENST00000612438	
ENSG00000234745	ENST00000463574	37383_f_at
ENSG00000165338	ENST00000371667	
ENSG00000212553	ENST00000391251	
ENSG00000223256	ENST00000411324	
ENSG00000212368	ENST00000391066	
ENSG00000275906	ENST00000621457	
ENSG00000207947	ENST00000385212	
ENSG00000264781	ENST00000581717	
ENSG00000088038	ENST00000358389	38310_at
ENSG00000207952	ENST00000385217	
ENSG00000260081	ENST00000562749	
ENSG00000212214	ENST00000390912	
ENSG00000252628	ENST00000516819	
ENSG00000239779	ENST00000428943	
ENSG00000276325	ENST00000610589	
ENSG00000223313	ENST00000411381	
ENSG00000221019	ENST00000408092	
ENSG00000260081	ENST00000569906	
ENSG00000081377	ENST00000375242	40920_at
ENSG00000212451	ENST00000391149	
ENSG00000221398	ENST00000408471	
ENSG00000131899	ENST00000621229	804_s_at
ENSG00000207739	ENST00000385006	
ENSG00000228444	ENST00000422931	
ENSG00000201077	ENST00000364207	
ENSG00000207496	ENST00000384765	32276_at
ENSG00000250716	ENST00000508823	
ENSG00000207598	ENST00000384866	
ENSG00000201913	ENST00000365043	32311_r_at
ENSG00000201913	ENST00000365043	32310_f_at
ENSG00000266220	ENST00000578366	
ENSG00000078579	ENST00000519941	
ENSG00000199150	ENST00000362280	
ENSG00000202400	ENST00000365530	
ENSG00000250432	ENST00000513381	
ENSG00000200108	ENST00000363238	
ENSG00000266738	ENST00000584244	
ENSG00000263538	ENST00000580166	
ENSG00000234745	ENST00000498007	
ENSG00000202380	ENST00000365510	
ENSG00000186522	ENST00000397714	38033_at
ENSG00000198556	ENST00000481108	
ENSG00000279049	ENST00000623000	
ENSG00000240613	ENST00000462271	
ENSG00000081377	ENST00000463569	
ENSG00000239779	ENST00000494741	
ENSG00000281850	ENST00000618485	
ENSG00000222356	ENST00000410424	
ENSG00000201613	ENST00000364743	
ENSG00000277050	ENST00000616999	
ENSG00000202335	ENST00000365465	
ENSG00000252328	ENST00000516519	
ENSG00000275816	ENST00000622700	
ENSG00000253437	ENST00000519081	
ENSG00000198556	ENST00000494186	
ENSG00000273801	ENST00000616015	
ENSG00000199308	ENST00000362438	
ENSG00000265470	ENST00000580207	
ENSG00000221388	ENST00000408461	
ENSG00000104763	ENST00000314146	
ENSG00000272474	ENST00000607261	
ENSG00000207552	ENST00000384821	
ENSG00000081377	ENST00000481149	
ENSG00000252837	ENST00000517028	
ENSG00000279084	ENST00000624839	
ENSG00000260575	ENST00000562604	
ENSG00000253059	ENST00000517250	
ENSG00000271474	ENST00000605849	
ENSG00000170266	ENST00000461475	
ENSG00000278412	ENST00000614935	
ENSG00000234745	ENST00000434333	
ENSG00000200021	ENST00000363151	
ENSG00000239779	ENST00000473467	
ENSG00000088038	ENST00000440571	
ENSG00000216054	ENST00000401235	
ENSG00000279386	ENST00000623925	
ENSG00000273689	ENST00000613392	
ENSG00000222698	ENST00000410766	
ENSG00000165338	ENST00000446394	
ENSG00000276347	ENST00000611134	
ENSG00000170266	ENST00000497796	
ENSG00000280860	ENST00000627434	
ENSG00000263362	ENST00000583541	
ENSG00000234745	ENST00000474381	
ENSG00000081377	ENST00000452280	
ENSG00000277393	ENST00000611526	
ENSG00000130385	ENST00000252677	
ENSG00000275502	ENST00000610818	
ENSG00000250432	ENST00000508763	
ENSG00000239779	ENST00000466303	
ENSG00000228718	ENST00000440848	
ENSG00000131467	ENST00000293362	39796_at
ENSG00000264075	ENST00000580343	
ENSG00000238560	ENST00000362637	
ENSG00000201136	ENST00000364266	
ENSG00000282302	ENST00000633557	
ENSG00000170266	ENST00000467571	
ENSG00000206937	ENST00000384210	
ENSG00000199424	ENST00000362554	
ENSG00000275551	ENST00000615745	
ENSG00000081377	ENST00000415608	
ENSG00000186522	ENST00000437928	
ENSG00000271922	ENST00000607291	
ENSG00000250432	ENST00000504278	
ENSG00000088038	ENST00000613073	38310_at
ENSG00000222314	ENST00000410382	
ENSG00000239779	ENST00000492047	
ENSG00000281146	ENST00000628163	
ENSG00000201541	ENST00000364671	
ENSG00000231227	ENST00000421041	
ENSG00000276134	ENST00000613143	
ENSG00000170266	ENST00000473477	
ENSG00000221238	ENST00000408311	
ENSG00000281781	ENST00000627463	
ENSG00000265355	ENST00000583498	
ENSG00000282302	ENST00000634088	
ENSG00000088038	ENST00000457463	38310_at
ENSG00000254893	ENST00000631802	40146_at
ENSG00000254893	ENST00000631802	1903_at
ENSG00000131467	ENST00000592169	
ENSG00000258537	ENST00000556617	
ENSG00000186522	ENST00000415095	
ENSG00000223080	ENST00000411148	
ENSG00000264321	ENST00000585146	
ENSG00000276312	ENST00000615130	
ENSG00000206978	ENST00000384251	
ENSG00000238365	ENST00000459540	
ENSG00000134697	ENST00000373062	36930_at
ENSG00000221669	ENST00000408742	33937_at
ENSG00000221669	ENST00000408742	33938_g_at
ENSG00000275491	ENST00000613868	
ENSG00000282302	ENST00000633211	
ENSG00000137776	ENST00000380516	
ENSG00000088038	ENST00000496327	38310_at
ENSG00000201796	ENST00000364926	
ENSG00000239779	ENST00000490120	
ENSG00000265950	ENST00000580233	
ENSG00000250432	ENST00000505661	
ENSG00000044459	ENST00000380647	
ENSG00000276937	ENST00000615628	
ENSG00000252032	ENST00000516223	
ENSG00000251854	ENST00000516045	
ENSG00000174885	ENST00000534750	
ENSG00000258537	ENST00000557625	
ENSG00000200982	ENST00000364112	
ENSG00000142655	ENST00000356607	33760_at
ENSG00000244677	ENST00000460079	
ENSG00000282302	ENST00000632729	
ENSG00000248118	ENST00000505443	
ENSG00000207788	ENST00000385053	
ENSG00000221741	ENST00000408814	
ENSG00000088038	ENST00000617930	38310_at
ENSG00000158477	ENST00000289429	34926_at
ENSG00000222477	ENST00000410545	
ENSG00000274915	ENST00000459583	
ENSG00000137776	ENST00000432750	
ENSG00000254893	ENST00000506621	1903_at
ENSG00000171502	ENST00000426639	
ENSG00000207580	ENST00000384848	
ENSG00000216081	ENST00000401262	
ENSG00000064655	ENST00000327619	35226_at
ENSG00000282302	ENST00000631417	
ENSG00000142655	ENST00000491661	
ENSG00000116132	ENST00000553786	
ENSG00000201654	ENST00000364784	
ENSG00000239579	ENST00000460434	
ENSG00000240663	ENST00000465317	
ENSG00000276954	ENST00000615254	
ENSG00000088038	ENST00000471126	38310_at
ENSG00000266587	ENST00000578612	
ENSG00000264239	ENST00000578728	
ENSG00000266593	ENST00000582691	
ENSG00000064655	ENST00000357410	35226_at
ENSG00000249830	ENST00000512521	
ENSG00000282302	ENST00000633175	
ENSG00000201441	ENST00000364571	
ENSG00000142655	ENST00000492696	
ENSG00000207083	ENST00000384355	
ENSG00000265955	ENST00000585173	
ENSG00000186522	ENST00000468616	
ENSG00000199512	ENST00000362642	
ENSG00000252890	ENST00000517081	
ENSG00000236668	ENST00000453529	
ENSG00000137776	ENST00000560494	
ENSG00000131467	ENST00000586312	
ENSG00000134697	ENST00000462812	36930_at
ENSG00000282302	ENST00000632430	
ENSG00000251829	ENST00000516020	
ENSG00000207769	ENST00000385035	
ENSG00000171502	ENST00000473734	
ENSG00000221686	ENST00000408759	
ENSG00000274325	ENST00000385007	
ENSG00000263592	ENST00000580154	
ENSG00000170266	ENST00000482097	
ENSG00000186522	ENST00000483047	
ENSG00000277953	ENST00000619220	
ENSG00000206791	ENST00000384064	
ENSG00000208023	ENST00000385288	
ENSG00000276642	ENST00000408644	
ENSG00000252151	ENST00000516342	
ENSG00000206768	ENST00000384041	
ENSG00000131467	ENST00000593111	
ENSG00000064655	ENST00000497062	35226_at
ENSG00000165568	ENST00000298375	
ENSG00000275487	ENST00000614545	
ENSG00000265545	ENST00000579720	
ENSG00000171502	ENST00000496682	
ENSG00000078018	ENST00000360351	183_at
ENSG00000078018	ENST00000360351	35422_at
ENSG00000078018	ENST00000360351	1972_s_at
ENSG00000173702	ENST00000616727	
ENSG00000280801	ENST00000630011	
ENSG00000222833	ENST00000410901	
ENSG00000134697	ENST00000479255	36930_at
ENSG00000265419	ENST00000583000	
ENSG00000178075	ENST00000479212	
ENSG00000278204	ENST00000613267	
ENSG00000170266	ENST00000485698	
ENSG00000252212	ENST00000516403	
ENSG00000266860	ENST00000578081	
ENSG00000230266	ENST00000447975	
ENSG00000263898	ENST00000577502	
ENSG00000134769	ENST00000596745	
ENSG00000278132	ENST00000620727	
ENSG00000222741	ENST00000410809	
ENSG00000136504	ENST00000259021	34231_at
ENSG00000200436	ENST00000363566	
ENSG00000171502	ENST00000485434	
ENSG00000215953	ENST00000401134	
ENSG00000081377	ENST00000480920	
ENSG00000078018	ENST00000361559	183_at
ENSG00000078018	ENST00000361559	1972_s_at
ENSG00000134697	ENST00000538069	
ENSG00000275907	ENST00000615545	
ENSG00000064655	ENST00000497428	
ENSG00000230266	ENST00000426468	
ENSG00000173702	ENST00000462728	
ENSG00000170266	ENST00000481581	
ENSG00000202070	ENST00000365200	
ENSG00000251760	ENST00000515951	
ENSG00000064655	ENST00000479843	
ENSG00000274018	ENST00000616605	
ENSG00000252699	ENST00000516890	
ENSG00000186522	ENST00000486678	
ENSG00000262104	ENST00000573043	
ENSG00000064655	ENST00000471081	
ENSG00000281635	ENST00000626579	
ENSG00000221792	ENST00000408865	
ENSG00000221445	ENST00000408518	
ENSG00000078018	ENST00000445941	
ENSG00000173702	ENST00000478191	
ENSG00000044459	ENST00000380641	
ENSG00000134697	ENST00000469191	
ENSG00000274011	ENST00000611137	
ENSG00000206939	ENST00000384212	
ENSG00000064655	ENST00000317304	
ENSG00000165568	ENST00000525281	
ENSG00000276862	ENST00000617033	
ENSG00000221526	ENST00000408599	
ENSG00000088038	ENST00000447684	38310_at
ENSG00000170266	ENST00000490658	
ENSG00000266713	ENST00000401325	
ENSG00000078018	ENST00000392194	183_at
ENSG00000078018	ENST00000392194	35422_at
ENSG00000078018	ENST00000392194	1972_s_at
ENSG00000165568	ENST00000525627	
ENSG00000264824	ENST00000577998	
ENSG00000064655	ENST00000458636	
ENSG00000186522	ENST00000425498	
ENSG00000281151	ENST00000629338	
ENSG00000272237	ENST00000607153	
ENSG00000264910	ENST00000579267	
ENSG00000239180	ENST00000459091	
ENSG00000281124	ENST00000627122	
ENSG00000174885	ENST00000312165	
ENSG00000277953	ENST00000622300	
ENSG00000100284	ENST00000404284	39134_at
ENSG00000202078	ENST00000365208	
ENSG00000277568	ENST00000613756	
ENSG00000173702	ENST00000490147	
ENSG00000252623	ENST00000516814	
ENSG00000064655	ENST00000475856	
ENSG00000251971	ENST00000516162	
ENSG00000078018	ENST00000447185	183_at
ENSG00000078018	ENST00000447185	35422_at
ENSG00000078018	ENST00000447185	1972_s_at
ENSG00000134697	ENST00000489146	
ENSG00000170266	ENST00000498537	
ENSG00000281868	ENST00000627978	
ENSG00000064655	ENST00000611592	35226_at
ENSG00000186522	ENST00000493445	
ENSG00000207387	ENST00000384657	
ENSG00000173702	ENST00000497378	
ENSG00000201569	ENST00000364699	
ENSG00000122126	ENST00000371113	34169_s_at
ENSG00000122126	ENST00000371113	41227_at
ENSG00000266136	ENST00000408058	
ENSG00000206639	ENST00000383912	
ENSG00000174885	ENST00000527946	
